"customer_id","gender","age","senior_citizen","married","num_dependents","zip_code"
"5569-OUICF","Female",67,"Yes","Yes",0,92109
"5570-PTWEH","Female",33,"No","Yes",0,92024
"5572-ZDXHY","Female",25,"No","No",0,95409
"5574-NXZIU","Male",36,"No","No",0,93440
"5575-GNVDE","Male",46,"No","No",0,90002
"5575-TPIZQ","Male",21,"No","No",0,93427
"5577-OTWWW","Female",54,"No","No",0,95120
"5578-NKCXI","Female",20,"No","Yes",2,90280
"5583-EJXRD","Male",19,"No","Yes",2,92127
"5583-SXDAG","Male",41,"No","Yes",0,91803
"5590-BYNII","Male",51,"No","No",0,95524
"5590-YRFJT","Female",44,"No","Yes",0,93437
"5590-ZSKRV","Female",62,"No","Yes",1,90249
"5593-SUAOO","Female",60,"No","Yes",3,95415
"5597-GLBUC","Female",48,"No","No",0,93675
"5598-IKHQQ","Female",39,"No","No",0,95554
"5599-HVLTW","Female",73,"Yes","No",0,94609
"5600-KTXFM","Male",48,"No","Yes",2,93004
"5600-PDUJF","Male",60,"No","No",0,90047
"5602-BVFMK","Female",58,"No","No",0,93526
"5605-IYGFG","Female",61,"No","No",0,92276
"5605-XNWEN","Male",77,"Yes","Yes",0,90640
"5606-AMZBO","Female",23,"No","Yes",0,93560
"5609-CEBID","Female",77,"Yes","No",0,92544
"5609-IMCGG","Female",44,"No","No",0,94585
"5614-DNZCE","Female",56,"No","No",0,95257
"5616-PRTNT","Male",30,"No","No",3,92239
"5619-PTMIK","Female",25,"No","Yes",0,91945
"5619-XZZKR","Male",47,"No","No",0,93454
"5622-UEJFI","Female",53,"No","Yes",1,95430
"5624-BQSSA","Female",19,"No","No",0,95065
"5624-RYAMH","Female",43,"No","No",0,95610
"5626-MGTUK","Female",50,"No","No",0,91311
"5627-TVBPP","Female",44,"No","No",1,92315
"5628-FCGYG","Male",46,"No","No",0,92509
"5628-RKIFK","Female",76,"Yes","No",0,92316
"5630-AHZIL","Female",51,"No","No",3,90245
"5630-IXDXV","Female",51,"No","No",0,93654
"5639-NTUPK","Male",28,"No","No",1,94598
"5640-CAXOA","Female",23,"No","No",0,93602
"5641-DMBFJ","Female",29,"No","Yes",0,95962
"5642-MHDQT","Female",60,"No","Yes",0,93250
"5644-PDMZC","Female",69,"Yes","No",0,93215
"5647-FXOTP","Female",71,"Yes","Yes",0,92070
"5647-URDKA","Male",27,"No","Yes",1,96101
"5649-ANRML","Male",76,"Yes","No",0,95930
"5649-RXQTV","Male",34,"No","No",0,95511
"5649-TJHOV","Male",68,"Yes","Yes",0,95017
"5649-VUKMC","Female",61,"No","No",0,92126
"5650-VDUDS","Female",48,"No","No",0,93238
"5650-YLIBA","Male",60,"No","No",0,95453
"5651-CPDND","Male",45,"No","No",0,94578
"5651-CRHKQ","Female",53,"No","Yes",0,92139
"5651-WYIPH","Female",69,"Yes","No",0,95688
"5651-YLPRD","Female",45,"No","Yes",3,94526
"5652-MSDEY","Female",37,"No","No",0,95685
"5655-JSMZM","Male",66,"Yes","No",0,93210
"5656-JAMLX","Male",29,"No","No",0,94904
"5656-MJEFC","Male",48,"No","Yes",0,92392
"5663-QBGIS","Male",65,"Yes","Yes",0,91011
"5666-CYCYZ","Female",21,"No","No",0,90640
"5666-MBJPT","Male",22,"No","No",0,93304
"5668-MEISB","Female",57,"No","Yes",1,91745
"5669-SRAIP","Female",55,"No","No",0,94939
"5671-RQRLP","Female",72,"Yes","Yes",0,93625
"5671-UUNXD","Female",79,"Yes","Yes",0,94946
"5673-FSSMF","Female",19,"No","No",0,95315
"5673-TIYIB","Male",34,"No","No",0,90502
"5676-CFLYY","Male",30,"No","Yes",0,93601
"5678-VFNEQ","Female",19,"No","Yes",0,95677
"5680-LQOGP","Female",21,"No","No",0,95735
"5681-LLOEI","Male",59,"No","Yes",1,91316
"5684-FJVYR","Female",41,"No","Yes",0,93532
"5685-IIXLY","Female",54,"No","Yes",0,94945
"5686-CMAWK","Male",41,"No","No",0,92131
"5687-DKDTV","Female",35,"No","No",0,90706
"5688-KZTSN","Male",59,"No","Yes",3,92121
"5692-FPTAH","Female",32,"No","No",0,95659
"5692-ICXLW","Male",75,"Yes","No",0,92027
"5693-PIPCS","Male",29,"No","No",0,91950
"5696-CEIQJ","Male",31,"No","Yes",3,92504
"5696-EXCYS","Male",50,"No","No",0,95639
"5696-JVVQY","Female",56,"No","Yes",3,95616
"5696-QURRL","Male",31,"No","No",0,95386
"5697-GOMBF","Female",75,"Yes","Yes",3,92036
"5698-BQJOH","Female",41,"No","No",2,90211
"5699-BNCAS","Male",79,"Yes","No",0,92082
"5701-GUXDC","Female",24,"No","Yes",0,92243
"5701-SVCWR","Female",45,"No","No",1,92677
"5701-YVSVF","Female",68,"Yes","Yes",0,92028
"5701-ZIKJE","Male",28,"No","No",0,95569
"5702-KVQRD","Male",34,"No","Yes",0,96133
"5702-SKUOB","Female",34,"No","Yes",0,93722
"5707-ORNDZ","Male",79,"Yes","No",0,95993
"5707-ZMDJP","Male",61,"No","Yes",2,90650
"5708-EVONK","Female",37,"No","Yes",0,96016
"5709-LVOEQ","Female",40,"No","Yes",0,94401
"5712-AHQNN","Female",36,"No","No",0,90601
"5712-PTIWW","Male",46,"No","No",0,96056
"5712-VBOXD","Female",53,"No","No",0,93108
"5716-EZXZN","Female",56,"No","Yes",0,90743
"5716-LIBJC","Female",29,"No","No",2,95388
"5724-BIDBU","Male",29,"No","Yes",0,95946
"5726-CVNYA","Female",44,"No","Yes",0,93615
"5727-MYATE","Male",64,"No","Yes",2,91405
"5729-KLZAR","Female",22,"No","Yes",0,95817
"5730-DBDSI","Male",50,"No","No",0,93529
"5730-RIITO","Female",73,"Yes","No",0,95988
"5732-IKGQH","Male",79,"Yes","Yes",0,93012
"5734-EJKXG","Female",25,"No","No",0,95944
"5736-YEJAX","Male",23,"No","No",0,92543
"5740-YHGTW","Male",62,"No","Yes",3,90041
"5743-KHMNA","Male",43,"No","No",0,94705
"5747-PMBSQ","Male",72,"Yes","Yes",0,92126
"5748-RNCJT","Male",58,"No","No",0,95820
"5751-USDBL","Male",37,"No","Yes",1,95728
"5753-QQWPW","Female",57,"No","No",0,92656
"5756-JYOJT","Female",55,"No","No",0,92706
"5756-OZRIO","Male",73,"Yes","Yes",0,92504
"5759-RCVCB","Female",20,"No","No",0,92869
"5760-FXFVO","Male",55,"No","No",0,95668
"5760-IFJOZ","Male",57,"No","No",0,93261
"5760-WRAHC","Female",78,"Yes","No",0,92336
"5762-TJXGK","Female",40,"No","No",0,95692
"5766-FTRTS","Male",35,"No","Yes",0,90245
"5766-XQXMQ","Female",45,"No","No",0,95970
"5766-ZJYBB","Male",52,"No","No",0,94005
"5774-QPLTF","Male",40,"No","Yes",2,95317
"5774-XZTQC","Female",30,"No","Yes",1,90715
"5777-KJIRB","Female",61,"No","No",0,95736
"5777-ZPQNC","Female",35,"No","No",0,91724
"5778-BVOFB","Female",33,"No","No",0,92027
"5780-INQIK","Female",52,"No","No",0,94401
"5781-BKHOP","Female",48,"No","Yes",0,94801
"5781-RFZRP","Male",34,"No","Yes",0,92694
"5787-KXGIY","Male",54,"No","Yes",0,94303
"5788-YPOEG","Female",41,"No","Yes",2,93953
"5789-LDFXO","Male",60,"No","No",0,92309
"5791-KAJFD","Female",58,"No","Yes",0,92662
"5792-JALQC","Female",78,"Yes","No",0,94901
"5793-YOLJN","Female",53,"No","Yes",3,92368
"5795-BKOYE","Female",47,"No","Yes",1,95837
"5795-KTGUD","Female",61,"No","Yes",0,95640
"5797-APWZC","Female",41,"No","No",0,94105
"5799-JRCZO","Female",48,"No","No",1,95960
"5802-ADBRC","Female",57,"No","Yes",0,92675
"5803-NQJZO","Male",46,"No","Yes",0,93305
"5804-HYIEZ","Male",40,"No","Yes",1,92283
"5804-JMYIO","Female",40,"No","Yes",3,95232
"5804-LEPIM","Female",74,"Yes","No",0,92122
"5808-TOTXO","Female",37,"No","No",2,94605
"5811-IWXYM","Female",20,"No","Yes",1,94558
"5813-UECBU","Male",78,"Yes","No",0,95526
"5815-HGGHV","Male",45,"No","Yes",0,95493
"5816-JMLGY","Female",28,"No","Yes",0,96080
"5816-QVHRX","Female",26,"No","No",0,94579
"5816-SCGFC","Female",73,"Yes","No",0,92835
"5820-PTRYM","Female",75,"Yes","Yes",0,91913
"5821-MMEIL","Female",43,"No","Yes",0,92364
"5825-XJOCM","Male",39,"No","No",3,96034
"5827-MWCZK","Male",39,"No","Yes",3,95415
"5828-AVIPD","Male",29,"No","Yes",0,96126
"5828-DWPIL","Male",68,"Yes","Yes",0,94550
"5829-NVSQN","Female",38,"No","Yes",0,93926
"5832-EXGTT","Male",28,"No","Yes",3,91501
"5832-TRLPB","Male",30,"No","No",0,95035
"5832-XKAES","Male",56,"No","No",0,96126
"5834-ASPWA","Male",55,"No","No",0,92117
"5835-BEQEU","Male",44,"No","No",0,92027
"5837-LXSDN","Female",63,"No","Yes",3,94508
"5839-SUYVZ","Male",21,"No","No",0,92868
"5840-NVDCG","Female",32,"No","Yes",1,91331
"5842-POCOP","Female",37,"No","Yes",0,93554
"5843-TTHGI","Female",30,"No","No",0,94086
"5844-QVTAT","Female",24,"No","Yes",0,92620
"5845-BZZIB","Male",37,"No","Yes",3,93222
"5846-ABOBJ","Male",24,"No","Yes",0,90034
"5846-NEQVZ","Male",19,"No","Yes",0,92691
"5846-QFDFI","Female",21,"No","Yes",1,91962
"5847-MXBEO","Male",42,"No","No",0,93627
"5848-FHRFC","Female",49,"No","No",0,90405
"5849-ASHZJ","Male",26,"No","No",3,94306
"5850-BDWCY","Female",64,"No","No",0,90045
"5854-KSRBJ","Male",31,"No","Yes",1,92673
"5855-EIBDE","Female",35,"No","Yes",0,95662
"5857-TYBCJ","Male",72,"Yes","Yes",0,95620
"5857-XRECV","Female",44,"No","No",3,95336
"5858-EAFCZ","Male",45,"No","No",0,92377
"5859-HZYLF","Male",45,"No","Yes",2,95133
"5862-BRIXZ","Male",33,"No","No",0,93458
"5863-OOKCL","Female",60,"No","No",0,93430
"5868-CZJDR","Male",41,"No","No",0,95236
"5868-YTYKS","Male",21,"No","No",2,95017
"5868-YWPDW","Male",76,"Yes","Yes",0,91423
"5871-DGTXZ","Male",55,"No","No",0,95675
"5872-OEQNH","Female",29,"No","No",0,95608
"5875-YPQFJ","Male",51,"No","No",0,94555
"5876-HZVZM","Female",55,"No","Yes",3,91792
"5876-QMYLD","Female",44,"No","Yes",0,92242
"5879-HMFFH","Female",49,"No","Yes",0,96016
"5879-SESNB","Female",34,"No","No",0,94556
"5882-CMAZQ","Female",52,"No","Yes",2,91950
"5883-GTGVD","Male",54,"No","No",0,93606
"5884-FBCTL","Female",43,"No","Yes",2,93263
"5884-GCYMI","Male",62,"No","No",0,92130
"5886-VLQVU","Male",30,"No","Yes",0,92313
"5887-IKKYO","Male",54,"No","Yes",2,91768
"5889-JTMUL","Female",67,"Yes","Yes",0,91384
"5889-LFOLL","Female",27,"No","No",0,96015
"5893-KCLGT","Female",56,"No","No",2,91040
"5893-PYOLZ","Male",55,"No","No",0,94578
"5895-QSXOD","Male",42,"No","No",0,95910
"5896-NPFWW","Male",23,"No","Yes",0,92129
"5897-ZYEKH","Female",74,"Yes","Yes",0,95648
"5898-IGSLP","Male",37,"No","Yes",3,94041
"5899-MQZZL","Female",25,"No","No",0,92173
"5899-OUVKV","Male",56,"No","No",0,95821
"5902-WBLSE","Female",32,"No","Yes",1,91902
"5906-BFOZT","Male",54,"No","No",0,95551
"5906-CVLHP","Female",60,"No","Yes",0,91748
"5906-DVAPM","Female",27,"No","Yes",2,95957
"5908-QMGOE","Male",74,"Yes","No",0,93625
"5909-ECHUI","Female",49,"No","No",0,96069
"5913-INRQV","Male",71,"Yes","Yes",0,91786
"5914-DVBWJ","Female",80,"Yes","No",0,92508
"5914-GXMDA","Female",42,"No","Yes",0,93241
"5914-XRFQB","Male",58,"No","Yes",0,95420
"5915-ANOEI","Male",40,"No","Yes",0,93212
"5915-DGNVC","Female",47,"No","Yes",0,93428
"5916-QEWPT","Female",61,"No","Yes",0,91607
"5917-HBSDW","Female",20,"No","Yes",2,94941
"5917-RYRMG","Male",79,"Yes","No",0,93928
"5918-VUKWP","Female",61,"No","No",0,91104
"5919-TMRGD","Female",32,"No","No",3,90255
"5919-VCZYM","Male",19,"No","No",0,92707
"5921-NGYRH","Male",40,"No","Yes",0,95979
"5922-ABDVO","Female",20,"No","Yes",0,90740
"5923-GXUOC","Male",37,"No","No",0,92028
"5924-IFQTT","Male",33,"No","Yes",2,95934
"5924-SNGKP","Female",39,"No","No",0,92075
"5928-QLDHB","Male",48,"No","No",0,91340
"5930-GBIWP","Male",46,"No","No",0,96109
"5931-FLJJF","Male",75,"Yes","Yes",0,92655
"5934-RMPOV","Female",32,"No","No",2,94060
"5934-TSSAU","Female",51,"No","Yes",3,92285
"5935-FCCNB","Female",79,"Yes","No",0,90242
"5937-EORGB","Male",79,"Yes","Yes",0,93624
"5939-SXWHM","Male",59,"No","Yes",3,96062
"5939-XAIXZ","Female",54,"No","No",0,94512
"5940-AHUHD","Male",30,"No","No",0,91768
"5940-NFXKV","Male",59,"No","Yes",0,92109
"5944-UGLLK","Male",62,"No","No",0,95425
"5945-AZYHT","Male",53,"No","Yes",0,94509
"5947-SGKCL","Female",19,"No","Yes",3,91108
"5948-UJZLF","Male",22,"No","No",0,90049
"5949-EBSQK","Male",44,"No","Yes",1,90742
"5949-HGVJL","Female",35,"No","Yes",0,96057
"5949-XIKAE","Female",32,"No","Yes",0,92401
"5950-AAAGJ","Male",19,"No","No",0,90293
"5951-AOFIH","Male",19,"No","No",0,95122
"5954-BDFSG","Female",40,"No","No",0,90069
"5955-EPOAZ","Female",40,"No","No",0,94550
"5955-ERIHD","Male",53,"No","Yes",0,90712
"5956-VKDTT","Female",72,"Yes","Yes",0,92557
"5956-YHHRX","Male",75,"Yes","No",0,95664
"5959-BELXA","Male",67,"Yes","No",0,92399
"5960-MVTUK","Male",58,"No","No",0,96038
"5960-WPXQM","Male",24,"No","No",0,92592
"5961-VUSRV","Female",53,"No","No",0,91403
"5965-GGPRW","Male",41,"No","Yes",2,94541
"5966-EMAZU","Male",27,"No","Yes",0,96112
"5968-HYJRZ","Male",28,"No","Yes",2,93630
"5968-VXZLG","Male",45,"No","No",0,91302
"5968-XQIVE","Male",32,"No","Yes",0,92592
"5970-GHJAW","Male",40,"No","Yes",2,92612
"5973-EJGDP","Male",21,"No","No",0,92264
"5975-BAICR","Male",36,"No","Yes",2,94599
"5976-JCJRH","Male",36,"No","Yes",0,94526
"5977-CKHON","Female",59,"No","Yes",3,95678
"5980-BDHPY","Male",48,"No","Yes",0,96136
"5980-NOPLP","Female",19,"No","Yes",0,91105
"5981-ITEMU","Male",58,"No","Yes",0,94940
"5981-ZVXOT","Female",72,"Yes","No",0,92131
"5982-FPVQN","Female",40,"No","Yes",1,93012
"5982-PSMKW","Female",20,"No","Yes",2,91601
"5982-XMDEX","Female",42,"No","No",0,93203
"5985-BEHZK","Female",78,"Yes","Yes",0,92705
"5985-TBABQ","Female",45,"No","No",0,95605
"5986-WWXDV","Male",42,"No","No",0,92275
"5989-AXPUC","Female",27,"No","Yes",0,92840
"5989-OMNJE","Female",42,"No","Yes",0,95492
"5989-PGKJB","Female",40,"No","No",0,92121
"5993-BQHEA","Male",42,"No","No",0,94111
"5993-JSUWV","Female",25,"No","No",0,95310
"5995-LFTLE","Male",39,"No","No",0,95457
"5995-OIGLP","Male",42,"No","No",0,94569
"5995-SNNEW","Male",80,"Yes","Yes",0,90605
"5995-WWKKG","Female",62,"No","No",0,92382
"5996-DAOQL","Male",28,"No","No",0,94951
"5996-EBTKM","Female",46,"No","Yes",1,92040
"5996-NRVXR","Male",68,"Yes","Yes",0,90720
"5997-OPVFA","Male",39,"No","Yes",0,91020
"5998-DZLYR","Female",55,"No","Yes",0,95982
"5998-VVEJY","Male",34,"No","No",0,91741
"5999-LCXAO","Female",42,"No","No",0,92866
"6000-APYLU","Male",39,"No","No",0,91355
"6000-UKLWI","Male",46,"No","No",0,95842
"6005-OBZPH","Female",68,"Yes","No",0,92126
"6007-TCTST","Female",57,"No","Yes",2,93901
"6008-NAIXK","Male",72,"Yes","No",0,95665
"6010-DDPPW","Male",61,"No","Yes",0,92657
"6013-BHCAW","Male",27,"No","Yes",3,95117
"6015-VVHHE","Female",68,"Yes","No",0,90039
"6016-LVTJQ","Female",39,"No","Yes",1,90805
"6016-NXBNJ","Male",53,"No","No",0,93646
"6017-PPLPX","Male",47,"No","Yes",0,94014
"6022-KOUQO","Female",51,"No","Yes",2,96110
"6022-UGGSO","Female",70,"Yes","No",0,95610
"6023-GSSXW","Female",27,"No","Yes",0,93285
"6023-YEBUP","Male",32,"No","No",0,95210
"6024-RUGGH","Male",22,"No","Yes",2,94112
"6029-CSMJE","Male",63,"No","No",0,95942
"6029-WTIPC","Male",73,"Yes","No",0,92109
"6030-REHUX","Female",76,"Yes","Yes",0,92708
"6032-IGALN","Female",35,"No","No",0,95746
"6032-KRXXO","Male",33,"No","No",0,92130
"6034-YMTOB","Female",62,"No","No",0,91007
"6034-ZRYCV","Female",51,"No","Yes",0,95837
"6035-BXTTY","Female",69,"Yes","No",0,92067
"6035-RIIOM","Female",39,"No","No",0,96114
"6036-TTFYU","Female",48,"No","Yes",0,91362
"6038-GCYEC","Female",25,"No","No",0,92211
"6040-CGACY","Female",48,"No","No",0,96103
"6047-SUHPR","Male",60,"No","Yes",2,93286
"6047-YHPVI","Male",56,"No","No",3,90039
"6048-NJXHX","Male",21,"No","Yes",0,92308
"6048-QBXKL","Female",68,"Yes","No",0,95653
"6048-UWKAL","Female",73,"Yes","Yes",0,95903
"6050-FFXES","Female",51,"No","Yes",0,92844
"6050-IJRHS","Female",47,"No","Yes",1,91709
"6051-PTVNS","Female",31,"No","Yes",1,93205
"6060-DRTNL","Female",66,"Yes","No",0,92583
"6060-QBMGV","Male",30,"No","Yes",0,91106
"6061-GWWAV","Male",44,"No","No",1,93726
"6061-PQHMK","Female",50,"No","No",0,90006
"6064-PUPMC","Male",59,"No","Yes",2,96118
"6064-ZATLR","Female",44,"No","No",0,93544
"6067-NGCEU","Female",50,"No","No",0,90290
"6072-NUQCB","Male",50,"No","Yes",2,92861
"6075-QMNRR","Female",33,"No","No",0,96109
"6075-SLNIL","Male",47,"No","No",0,92239
"6077-BDPXA","Female",56,"No","No",0,95340
"6078-VESFR","Male",78,"Yes","Yes",0,92084
"6080-LNESI","Male",63,"No","No",0,94547
"6080-TCMYC","Male",55,"No","Yes",3,91770
"6082-GLJIX","Male",50,"No","No",0,92250
"6082-OQFBA","Male",62,"No","Yes",0,92394
"6086-ESGRL","Female",53,"No","No",0,92821
"6087-MVHJH","Female",44,"No","No",0,95231
"6087-YPWHO","Male",56,"No","Yes",0,93653
"6088-BXMRG","Female",59,"No","Yes",1,92230
"6092-QZVPP","Male",27,"No","No",0,93704
"6094-ZIVKX","Female",45,"No","No",0,90302
"6096-EGVTU","Female",50,"No","Yes",1,95120
"6097-EQISJ","Female",41,"No","Yes",0,90058
"6100-FJZDG","Male",49,"No","Yes",0,94950
"6100-QQHEB","Male",42,"No","Yes",0,95121
"6101-IMRMM","Male",53,"No","No",0,90245
"6103-BOCOU","Female",37,"No","No",0,94117
"6103-LIANB","Male",49,"No","Yes",1,92683
"6103-QCKFX","Female",36,"No","Yes",3,96010
"6108-OQZDQ","Female",21,"No","Yes",0,93531
"6110-OHIHY","Male",33,"No","No",0,96013
"6112-KTHFQ","Female",50,"No","No",0,95551
"6114-TCFID","Female",47,"No","No",0,93449
"6115-ZTBFQ","Female",56,"No","Yes",0,94507
"6116-RFVHN","Female",20,"No","Yes",0,95747
"6119-SPUDB","Male",40,"No","No",0,95695
"6120-RJKLU","Female",69,"Yes","Yes",0,91024
"6121-TNHBO","Female",71,"Yes","No",0,95822
"6121-VZNQB","Female",35,"No","No",0,94924
"6122-EFVKN","Male",44,"No","No",0,92123
"6122-LJADA","Male",31,"No","Yes",1,95457
"6124-ACRHJ","Female",59,"No","No",0,94403
"6127-ISGTU","Female",34,"No","Yes",0,95633
"6127-IYJOZ","Male",71,"Yes","No",0,91604
"6128-AQBMT","Male",65,"Yes","Yes",0,94946
"6128-CZOMY","Female",43,"No","No",0,91901
"6128-DAFVY","Female",58,"No","No",0,95490
"6131-FOYAS","Male",48,"No","No",0,94580
"6131-IUNXN","Female",47,"No","Yes",2,92646
"6131-JLWZM","Female",27,"No","No",0,94131
"6133-OZILE","Female",45,"No","No",0,90403
"6134-KWTBV","Male",43,"No","No",0,91724
"6135-OZQVA","Female",46,"No","No",0,91350
"6137-MFAJN","Female",62,"No","No",0,90008
"6137-NICCO","Female",39,"No","Yes",2,92571
"6139-ZZRBQ","Male",79,"Yes","No",0,95746
"6140-QNRQQ","Male",42,"No","No",0,93103
"6141-OOXUQ","Male",43,"No","No",0,92411
"6142-VSJQO","Female",27,"No","Yes",3,92548
"6143-JQKEA","Male",34,"No","No",0,92301
"6145-NNPNO","Female",45,"No","No",0,95404
"6147-CBCRA","Female",34,"No","Yes",0,93285
"6152-ONASV","Female",49,"No","Yes",0,92285
"6156-UZDLF","Female",19,"No","No",0,94523
"6158-DWPZT","Male",53,"No","Yes",0,95224
"6158-HDPXZ","Male",31,"No","No",0,92128
"6161-ERDGD","Male",57,"No","Yes",3,93458
"6161-UUUTA","Male",77,"Yes","No",0,95206
"6164-HAQTX","Male",46,"No","No",0,95415
"6164-HXUGH","Female",40,"No","Yes",1,93653
"6166-ILMNY","Female",46,"No","No",0,94971
"6166-YIPFO","Male",33,"No","Yes",0,96024
"6168-WFVVF","Female",69,"Yes","No",0,92126
"6168-YBYNP","Male",19,"No","No",0,91321
"6169-PGNCD","Female",61,"No","No",0,96137
"6169-PPETC","Male",42,"No","Yes",1,94513
"6171-ZTVYB","Male",42,"No","Yes",0,92104
"6172-FECYY","Male",55,"No","Yes",0,94509
"6173-GOLSU","Male",79,"Yes","Yes",0,93022
"6173-ITPWD","Male",26,"No","Yes",0,92249
"6174-NRBTZ","Male",44,"No","No",0,92563
"6175-IRFIT","Male",32,"No","No",0,95914
"6176-YJWAS","Male",43,"No","Yes",0,95469
"6177-PEVRA","Female",58,"No","No",0,93212
"6178-KFNHS","Female",34,"No","No",0,95326
"6179-GJPSO","Female",67,"Yes","No",0,92027
"6180-YBIQI","Male",35,"No","No",0,90404
"6181-AXXYF","Male",54,"No","Yes",2,90660
"6184-DYUOB","Female",28,"No","Yes",0,95968
"6185-TASNN","Male",71,"Yes","No",0,91913
"6188-UXBBR","Female",47,"No","Yes",0,93720
"6194-HBGQN","Male",22,"No","No",0,93268
"6195-MELTI","Male",57,"No","No",0,94523
"6196-HBOBZ","Male",31,"No","Yes",0,91306
"6198-PNNSZ","Female",54,"No","Yes",0,95252
"6198-RTPMF","Female",46,"No","Yes",0,95962
"6198-ZFIOJ","Female",50,"No","No",0,95490
"6199-IPCAO","Female",62,"No","Yes",2,93561
"6199-IWKGC","Female",71,"Yes","Yes",0,93512
"6202-DYYFX","Female",64,"No","No",0,91792
"6202-JVYEU","Male",28,"No","No",0,91710
"6203-HBZPA","Male",57,"No","No",0,95436
"6204-IEUXJ","Female",30,"No","No",0,92886
"6207-WIOLX","Female",27,"No","Yes",0,90704
"6210-KBBPI","Male",67,"Yes","No",0,91790
"6211-WHMYA","Female",77,"Yes","No",0,91915
"6211-WWLTF","Male",46,"No","Yes",0,93644
"6212-ATMLK","Female",42,"No","No",0,91701
"6214-EDAKZ","Female",32,"No","Yes",1,95626
"6215-NQCPY","Male",53,"No","No",0,96097
"6217-KDYWC","Male",58,"No","No",0,90717
"6217-TOWGS","Female",29,"No","Yes",0,95113
"6218-KNUBD","Male",58,"No","No",0,95242
"6221-AVQYL","Male",37,"No","No",0,91203
"6223-DHJGV","Female",56,"No","No",0,90056
"6227-FBDXH","Male",50,"No","Yes",0,92332
"6227-HWPWX","Female",40,"No","No",0,92392
"6229-LSCKB","Male",69,"Yes","No",0,91436
"6229-UOLQL","Male",24,"No","Yes",2,92282
"6230-BSUXY","Female",71,"Yes","No",0,90723
"6231-WFGFH","Male",39,"No","Yes",2,94510
"6233-HXJMX","Female",42,"No","No",0,91901
"6234-PFPXL","Male",42,"No","Yes",0,95829
"6234-RAAPL","Female",60,"No","Yes",0,90038
"6235-VDHOM","Female",77,"Yes","No",0,92509
"6240-EURKS","Female",27,"No","No",0,95669
"6242-FEGFD","Male",43,"No","Yes",0,93266
"6242-MBHPK","Female",67,"Yes","Yes",0,95233
"6242-SGYTS","Male",19,"No","Yes",3,94603
"6243-OZGFH","Female",47,"No","No",0,92084
"6244-BESBM","Male",61,"No","Yes",1,95441
"6248-BSHKG","Male",42,"No","Yes",3,93960
"6248-TKCQV","Female",37,"No","Yes",0,95485
"6250-CGGUN","Male",41,"No","No",0,95627
"6252-DFGTK","Female",64,"No","Yes",0,93645
"6253-GNHWH","Female",63,"No","Yes",3,90272
"6253-WRFHY","Male",59,"No","Yes",1,94940
"6257-DTAYD","Male",27,"No","Yes",0,92028
"6257-RJOHI","Male",58,"No","No",0,92110
"6258-NGCNG","Male",54,"No","No",0,90220
"6258-PVZWJ","Male",38,"No","Yes",0,96106
"6259-WJQLC","Male",77,"Yes","No",0,94044
"6260-ONULR","Male",55,"No","No",0,95461
"6260-XLACS","Male",49,"No","No",0,93429
"6261-LHRTG","Female",27,"No","No",0,91786
"6261-RCVNS","Female",22,"No","No",0,94572
"6265-FRMTQ","Male",56,"No","No",0,95565
"6265-SXWBU","Male",35,"No","Yes",2,96088
"6266-QHOJZ","Female",47,"No","No",0,90717
"6267-DCFFZ","Female",68,"Yes","Yes",0,96119
"6270-OMFIW","Male",33,"No","Yes",0,95252
"6275-YDUVO","Female",62,"No","No",0,93647
"6278-FEPBZ","Female",57,"No","No",0,92410
"6281-FKEWS","Female",58,"No","No",0,95916
"6283-GITPX","Male",20,"No","No",3,92223
"6284-AHOOQ","Male",71,"Yes","No",0,93204
"6284-KMNUF","Female",33,"No","Yes",0,92278
"6285-FTQBF","Male",53,"No","Yes",3,90250
"6286-SUUWT","Male",44,"No","No",0,95223
"6286-ZHAOK","Female",47,"No","Yes",7,93622
"6288-CHQJB","Female",21,"No","Yes",0,92405
"6288-LBEAR","Female",22,"No","No",0,94599
"6289-CPNLD","Male",33,"No","Yes",0,92591
"6292-TOSSS","Male",64,"No","No",0,91759
"6295-OSINB","Male",20,"No","Yes",0,95564
"6296-DDOOR","Female",19,"No","No",0,92651
"6297-NOOPG","Female",41,"No","Yes",0,92592
"6298-QDFNH","Male",48,"No","No",0,92220
"6300-BWMJX","Female",45,"No","Yes",0,91355
"6302-JGYRJ","Male",37,"No","No",0,95928
"6303-KFWSL","Female",28,"No","No",0,90071
"6304-IJFSQ","Male",63,"No","No",0,92233
"6305-YLBMM","Male",50,"No","No",0,95639
"6308-CQRBU","Female",32,"No","Yes",0,95595
"6311-UEUME","Female",37,"No","No",0,90025
"6313-GIDIT","Male",73,"Yes","No",0,95468
"6317-YPKDH","Female",54,"No","No",0,91202
"6319-IEJWJ","Male",63,"No","Yes",0,93012
"6319-QSUSR","Female",57,"No","No",1,92056
"6322-HRPFA","Male",42,"No","Yes",2,90026
"6322-PJJDJ","Male",58,"No","Yes",0,96120
"6323-AYBRX","Male",51,"No","No",0,91762
"6326-MTTXK","Male",56,"No","No",0,95993
"6328-ZPBGN","Female",67,"Yes","No",0,95367
"6330-JKLPC","Male",42,"No","Yes",0,93066
"6331-EWIEB","Male",49,"No","No",0,91731
"6331-LWDTQ","Male",49,"No","No",0,92377
"6332-FBZRI","Male",39,"No","Yes",1,95864
"6333-YDVLT","Male",61,"No","No",0,94607
