"customer_id","status","churn_label","churn_category","churn_reason"
"5302-BDJNT","Stayed","No","",""
"5304-EFJLP","Stayed","No","",""
"5306-BVTKJ","Stayed","No","",""
"5307-DZCVC","Churned","Yes","Price","Extra data charges"
"5307-UVGNB","Stayed","No","",""
"5309-TAIKL","Stayed","No","",""
"5310-NOOVA","Stayed","No","",""
"5311-IHLEI","Stayed","No","",""
"5312-IRCFR","Stayed","No","",""
"5312-TSZVC","Stayed","No","",""
"5312-UXESG","Stayed","No","",""
"5313-FPXWG","Stayed","No","",""
"5315-CKEQK","Stayed","No","",""
"5317-FLPJF","Stayed","No","",""
"5318-IXUZF","Churned","Yes","Other","Don't know"
"5318-YKDPV","Stayed","No","",""
"5320-BRKGK","Stayed","No","",""
"5321-NTRKC","Stayed","No","",""
"5322-TEUJK","Stayed","No","",""
"5322-ZSMZY","Stayed","No","",""
"5324-KTGCG","Stayed","No","",""
"5325-UWTWJ","Stayed","No","",""
"5327-CNLUQ","Stayed","No","",""
"5327-XOKKY","Stayed","No","",""
"5329-KRDTM","Stayed","No","",""
"5331-RGMTT","Stayed","No","",""
"5334-AFQJB","Stayed","No","",""
"5334-JLAXU","Stayed","No","",""
"5336-UFNZP","Stayed","No","",""
"5337-IIWKZ","Stayed","No","",""
"5338-YHWYT","Stayed","No","",""
"5339-PXDVH","Stayed","No","",""
"5339-TJFEK","Stayed","No","",""
"5343-SGUBI","Stayed","No","",""
"5345-BMKWB","Stayed","No","",""
"5346-BZCHP","Stayed","No","",""
"5348-CAGXB","Stayed","No","",""
"5349-AZPEW","Stayed","No","",""
"5349-IECLD","Churned","Yes","Competitor","Competitor had better devices"
"5351-QESIO","Joined","No","",""
"5353-WILCI","Stayed","No","",""
"5356-CSVSQ","Joined","No","",""
"5356-KZCKT","Stayed","No","",""
"5356-RHIPP","Churned","Yes","Competitor","Competitor made better offer"
"5357-TZHPP","Churned","Yes","Attitude","Attitude of support person"
"5360-LJCNJ","Stayed","No","",""
"5360-XGYAZ","Stayed","No","",""
"5364-EVNIB","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"5364-XYIRR","Churned","Yes","Competitor","Competitor had better devices"
"5365-LLFYV","Joined","No","",""
"5366-IJEQJ","Churned","Yes","Other","Don't know"
"5366-OBVMR","Stayed","No","",""
"5370-IIVVL","Stayed","No","",""
"5371-VYLSX","Stayed","No","",""
"5372-FBKBN","Stayed","No","",""
"5373-SFODM","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"5375-XLDOF","Stayed","No","",""
"5376-DEQCP","Churned","Yes","Competitor","Competitor made better offer"
"5376-PCKNB","Stayed","No","",""
"5377-NDTOU","Stayed","No","",""
"5378-IKEEG","Churned","Yes","Price","Price too high"
"5380-AFSSK","Churned","Yes","Other","Don't know"
"5380-WJKOV","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5380-XPJNZ","Stayed","No","",""
"5382-SOYZL","Stayed","No","",""
"5382-TEMLV","Stayed","No","",""
"5383-MMTWC","Churned","Yes","Dissatisfaction","Limited range of services"
"5384-ZTTWP","Stayed","No","",""
"5385-SUIRI","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5386-THSLQ","Stayed","No","",""
"5387-ASZNZ","Stayed","No","",""
"5389-FFVKB","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"5392-AKEMH","Stayed","No","",""
"5393-HJZSM","Stayed","No","",""
"5393-RXQSZ","Churned","Yes","Attitude","Attitude of support person"
"5394-MEITZ","Stayed","No","",""
"5394-SVGJV","Churned","Yes","Competitor","Competitor made better offer"
"5396-IZEPB","Stayed","No","",""
"5397-NSKQG","Stayed","No","",""
"5397-TUPSH","Stayed","No","",""
"5399-ZIMKF","Stayed","No","",""
"5402-HTOTQ","Stayed","No","",""
"5404-GGUKR","Stayed","No","",""
"5405-ZMYXQ","Stayed","No","",""
"5406-KGRMX","Stayed","No","",""
"5414-OFQCB","Stayed","No","",""
"5419-CONWX","Churned","Yes","Competitor","Competitor had better devices"
"5419-JKZNQ","Stayed","No","",""
"5419-JPRRN","Churned","Yes","Price","Extra data charges"
"5419-KLXBN","Churned","Yes","Competitor","Competitor made better offer"
"5423-BHIXO","Stayed","No","",""
"5424-RLQLC","Stayed","No","",""
"5429-LWCMV","Stayed","No","",""
"5433-KYGHE","Stayed","No","",""
"5438-QMDDL","Stayed","No","",""
"5439-WIKXB","Stayed","No","",""
"5440-FLBQG","Churned","Yes","Attitude","Attitude of service provider"
"5440-VHLUL","Stayed","No","",""
"5442-BHQNG","Joined","No","",""
"5442-BXVND","Stayed","No","",""
"5442-PPTJY","Stayed","No","",""
"5442-UTCVD","Churned","Yes","Attitude","Attitude of service provider"
"5442-XSDCW","Churned","Yes","Competitor","Competitor made better offer"
"5443-SCMKX","Stayed","No","",""
"5445-GLVOT","Stayed","No","",""
"5445-PZWGX","Churned","Yes","Price","Price too high"
"5445-UTODQ","Churned","Yes","Competitor","Competitor made better offer"
"5446-DKWYW","Stayed","No","",""
"5447-VYTKW","Stayed","No","",""
"5447-WZAFP","Stayed","No","",""
"5448-VWNAM","Stayed","No","",""
"5449-FIBXJ","Churned","Yes","Price","Lack of affordable download/upload speed"
"5451-MHQOF","Stayed","No","",""
"5451-YHYPW","Stayed","No","",""
"5453-AXEPF","Stayed","No","",""
"5453-YBTWV","Stayed","No","",""
"5456-ITGIC","Stayed","No","",""
"5457-COLHT","Stayed","No","",""
"5458-CQJTA","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"5461-QKNTN","Stayed","No","",""
"5465-BUBFA","Stayed","No","",""
"5468-BPMMO","Stayed","No","",""
"5469-CTCWN","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5469-NUJUR","Stayed","No","",""
"5472-CVMDX","Stayed","No","",""
"5473-KHBPS","Stayed","No","",""
"5474-LAMUQ","Stayed","No","",""
"5478-JJVZK","Stayed","No","",""
"5480-HPRRX","Churned","Yes","Attitude","Attitude of support person"
"5480-TBGPH","Churned","Yes","Competitor","Competitor offered more data"
"5480-XTFFL","Stayed","No","",""
"5481-NTDOH","Stayed","No","",""
"5482-NUPNA","Churned","Yes","Competitor","Competitor had better devices"
"5482-PLVPE","Churned","Yes","Competitor","Competitor had better devices"
"5482-VXSXJ","Stayed","No","",""
"5485-ITNPC","Stayed","No","",""
"5485-WUYWF","Churned","Yes","Price","Long distance charges"
"5493-SDRDQ","Churned","Yes","Competitor","Competitor made better offer"
"5494-HECPR","Churned","","Other","Moved"
"5494-WOZRZ","Stayed","No","",""
"5495-GPSRW","Stayed","No","",""
"5498-IBWPI","Stayed","No","",""
"5498-TXHLF","Churned","Yes","Price","Extra data charges"
"5499-ECUTN","Stayed","No","",""
"5501-TVMGM","Joined","No","",""
"5502-RLUYV","Churned","Yes","Competitor","Competitor made better offer"
"5504-WSIUR","Stayed","No","",""
"5505-OVWQW","Stayed","No","",""
"5510-BOIUJ","Churned","Yes","Attitude","Attitude of service provider"
"5512-IDZEI","Stayed","No","",""
"5514-YQENT","Stayed","No","",""
"5515-AKOAJ","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"5515-IDEJJ","Churned","Yes","Competitor","Competitor made better offer"
"5515-RUGKN","Stayed","No","",""
"5519-NPHVG","Churned","Yes","Price","Price too high"
"5519-TEEUH","Stayed","No","",""
"5519-YLDGW","Churned","Yes","Dissatisfaction","Limited range of services"
"5520-FVEWJ","Churned","Yes","Competitor","Competitor had better devices"
"5522-JBWMO","Joined","No","",""
"5522-NYKPB","Stayed","No","",""
"5524-KHNJP","Stayed","No","",""
"5527-ACHSO","Stayed","No","",""
"5529-GIBVH","Stayed","No","",""
"5533-NHFRF","Stayed","No","",""
"5533-RJFTJ","Stayed","No","",""
"5536-RTPWK","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5536-SLHPM","Churned","Yes","Competitor","Competitor made better offer"
"5537-UXXVS","Stayed","No","",""
"5539-HIVAK","Stayed","No","",""
"5539-TMZLF","Churned","Yes","Competitor","Competitor had better devices"
"5542-DHSXL","Stayed","No","",""
"5542-NKVRU","Stayed","No","",""
"5542-TBBWB","Joined","No","",""
"5543-QDCRY","Stayed","No","",""
"5546-BYZSM","Stayed","No","",""
"5546-QUERU","Stayed","No","",""
"5549-ZGHFB","Stayed","No","",""
"5550-VFRLC","Churned","Yes","Dissatisfaction","Limited range of services"
"5552-ZNFSJ","Churned","Yes","Other","Poor expertise of online support"
"5553-AOINX","Stayed","No","",""
"5555-RNPGT","Stayed","No","",""
"5561-NWEVX","Churned","Yes","Price","Price too high"
"5562-BETPV","Joined","No","",""
"5562-YJQGT","Joined","No","",""
"5564-NEMQO","Churned","Yes","Dissatisfaction","Network reliability"
"5565-FILXA","Churned","Yes","Other","Don't know"
"5566-SOEZD","Stayed","No","",""
"5567-GZKQY","Stayed","No","",""
"5567-WSELE","Churned","Yes","Competitor","Competitor had better devices"
"5568-DMXZS","Stayed","No","",""
"5569-IDSEY","Stayed","No","",""
"5569-KGJHX","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"5569-OUICF","Churned","Yes","Competitor","Competitor made better offer"
"5570-PTWEH","Churned","Yes","Attitude","Attitude of support person"
"5572-ZDXHY","Churned","Yes","Competitor","Competitor had better devices"
"5574-NXZIU","Stayed","No","",""
"5575-GNVDE","Stayed","No","",""
"5575-TPIZQ","Stayed","No","",""
"5577-OTWWW","Churned","","Other","Moved"
"5578-NKCXI","Stayed","No","",""
"5583-EJXRD","Stayed","No","",""
"5583-SXDAG","Churned","Yes","Other","Don't know"
"5590-BYNII","Churned","Yes","Other","Don't know"
"5590-YRFJT","Churned","Yes","Other","Don't know"
"5590-ZSKRV","Stayed","No","",""
"5593-SUAOO","Stayed","No","",""
"5597-GLBUC","Churned","Yes","Price","Lack of affordable download/upload speed"
"5598-IKHQQ","Stayed","No","",""
"5599-HVLTW","Stayed","No","",""
"5600-KTXFM","Joined","No","",""
"5600-PDUJF","Stayed","No","",""
"5602-BVFMK","Stayed","No","",""
"5605-IYGFG","Stayed","No","",""
"5605-XNWEN","Stayed","No","",""
"5606-AMZBO","Stayed","No","",""
"5609-CEBID","Churned","Yes","Competitor","Competitor had better devices"
"5609-IMCGG","Stayed","No","",""
"5614-DNZCE","Stayed","No","",""
"5616-PRTNT","Churned","Yes","Attitude","Attitude of support person"
"5619-PTMIK","Stayed","No","",""
"5619-XZZKR","Stayed","No","",""
"5622-UEJFI","Stayed","No","",""
"5624-BQSSA","Churned","Yes","Price","Long distance charges"
"5624-RYAMH","Stayed","No","",""
"5626-MGTUK","Stayed","No","",""
"5627-TVBPP","Stayed","No","",""
"5628-FCGYG","Stayed","No","",""
"5628-RKIFK","Stayed","No","",""
"5630-AHZIL","Joined","No","",""
"5630-IXDXV","Stayed","No","",""
"5639-NTUPK","Stayed","No","",""
"5640-CAXOA","Stayed","No","",""
"5641-DMBFJ","Stayed","No","",""
"5642-MHDQT","Stayed","No","",""
"5644-PDMZC","Churned","Yes","Attitude","Attitude of support person"
"5647-FXOTP","Stayed","No","",""
"5647-URDKA","Stayed","No","",""
"5649-ANRML","Churned","Yes","Other","Poor expertise of online support"
"5649-RXQTV","Stayed","No","",""
"5649-TJHOV","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"5649-VUKMC","Churned","Yes","Competitor","Competitor made better offer"
"5650-VDUDS","Churned","Yes","Competitor","Competitor made better offer"
"5650-YLIBA","Stayed","No","",""
"5651-CPDND","Stayed","No","",""
"5651-CRHKQ","Stayed","No","",""
"5651-WYIPH","Stayed","No","",""
"5651-YLPRD","Stayed","No","",""
"5652-MSDEY","Stayed","No","",""
"5655-JSMZM","Churned","Yes","Attitude","Attitude of support person"
"5656-JAMLX","Stayed","No","",""
"5656-MJEFC","Stayed","No","",""
"5663-QBGIS","Stayed","No","",""
"5666-CYCYZ","Stayed","No","",""
"5666-MBJPT","Stayed","No","",""
"5668-MEISB","Stayed","No","",""
"5669-SRAIP","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5671-RQRLP","Stayed","No","",""
"5671-UUNXD","Stayed","No","",""
"5673-FSSMF","Churned","Yes","Attitude","Attitude of support person"
"5673-TIYIB","Churned","Yes","Other","Don't know"
"5676-CFLYY","Stayed","No","",""
"5678-VFNEQ","Stayed","No","",""
"5680-LQOGP","Stayed","No","",""
"5681-LLOEI","Stayed","No","",""
"5684-FJVYR","Stayed","No","",""
"5685-IIXLY","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5686-CMAWK","Stayed","No","",""
"5687-DKDTV","Churned","Yes","Attitude","Attitude of support person"
"5688-KZTSN","Churned","Yes","Competitor","Competitor made better offer"
"5692-FPTAH","Churned","Yes","Dissatisfaction","Network reliability"
"5692-ICXLW","Stayed","No","",""
"5693-PIPCS","Stayed","No","",""
"5696-CEIQJ","Stayed","No","",""
"5696-EXCYS","Stayed","No","",""
"5696-JVVQY","Stayed","No","",""
"5696-QURRL","Churned","Yes","Dissatisfaction","Network reliability"
"5697-GOMBF","Stayed","No","",""
"5698-BQJOH","Churned","Yes","Price","Price too high"
"5699-BNCAS","Stayed","No","",""
"5701-GUXDC","Stayed","No","",""
"5701-SVCWR","Joined","No","",""
"5701-YVSVF","Stayed","No","",""
"5701-ZIKJE","Stayed","No","",""
"5702-KVQRD","Stayed","No","",""
"5702-SKUOB","Stayed","No","",""
"5707-ORNDZ","Churned","Yes","Dissatisfaction","Network reliability"
"5707-ZMDJP","Stayed","No","",""
"5708-EVONK","Churned","Yes","Other","Don't know"
"5709-LVOEQ","Stayed","No","",""
"5712-AHQNN","Stayed","No","",""
"5712-PTIWW","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"5712-VBOXD","Stayed","No","",""
"5716-EZXZN","Stayed","No","",""
"5716-LIBJC","Stayed","No","",""
"5724-BIDBU","Stayed","No","",""
"5726-CVNYA","Stayed","No","",""
"5727-MYATE","Stayed","No","",""
"5729-KLZAR","Churned","Yes","Competitor","Competitor had better devices"
"5730-DBDSI","Stayed","No","",""
"5730-RIITO","Stayed","No","",""
"5732-IKGQH","Stayed","No","",""
"5734-EJKXG","Stayed","No","",""
"5736-YEJAX","Stayed","No","",""
"5740-YHGTW","Stayed","No","",""
"5743-KHMNA","Stayed","No","",""
"5747-PMBSQ","Churned","Yes","Competitor","Competitor made better offer"
"5748-RNCJT","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5751-USDBL","Stayed","No","",""
"5753-QQWPW","Stayed","No","",""
"5756-JYOJT","Stayed","No","",""
"5756-OZRIO","Stayed","No","",""
"5759-RCVCB","Churned","Yes","Competitor","Competitor had better devices"
"5760-FXFVO","Stayed","No","",""
"5760-IFJOZ","Joined","No","",""
"5760-WRAHC","Stayed","No","",""
"5762-TJXGK","Stayed","No","",""
"5766-FTRTS","Stayed","No","",""
"5766-XQXMQ","Churned","Yes","Competitor","Competitor made better offer"
"5766-ZJYBB","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"5774-QPLTF","Stayed","No","",""
"5774-XZTQC","Stayed","No","",""
"5777-KJIRB","Stayed","No","",""
"5777-ZPQNC","Stayed","No","",""
"5778-BVOFB","Stayed","No","",""
"5780-INQIK","Stayed","No","",""
"5781-BKHOP","Stayed","No","",""
"5781-RFZRP","Stayed","No","",""
"5787-KXGIY","Stayed","No","",""
"5788-YPOEG","Stayed","No","",""
"5789-LDFXO","Stayed","No","",""
"5791-KAJFD","Stayed","No","",""
"5792-JALQC","Stayed","No","",""
"5793-YOLJN","Stayed","No","",""
"5795-BKOYE","Stayed","No","",""
"5795-KTGUD","Stayed","No","",""
"5797-APWZC","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5799-JRCZO","Stayed","No","",""
"5802-ADBRC","Stayed","No","",""
"5803-NQJZO","Stayed","No","",""
"5804-HYIEZ","Stayed","No","",""
"5804-JMYIO","Stayed","No","",""
"5804-LEPIM","Churned","Yes","Other","Don't know"
"5808-TOTXO","Joined","No","",""
"5811-IWXYM","Stayed","No","",""
"5813-UECBU","Churned","Yes","Competitor","Competitor made better offer"
"5815-HGGHV","Stayed","No","",""
"5816-JMLGY","Stayed","No","",""
"5816-QVHRX","Stayed","No","",""
"5816-SCGFC","Stayed","No","",""
"5820-PTRYM","Stayed","No","",""
"5821-MMEIL","Stayed","No","",""
"5825-XJOCM","Stayed","No","",""
"5827-MWCZK","Stayed","No","",""
"5828-AVIPD","Churned","Yes","Other","Poor expertise of online support"
"5828-DWPIL","Stayed","No","",""
"5829-NVSQN","Stayed","No","",""
"5832-EXGTT","Stayed","No","",""
"5832-TRLPB","Stayed","No","",""
"5832-XKAES","Churned","Yes","Other","Don't know"
"5834-ASPWA","Churned","Yes","Competitor","Competitor made better offer"
"5835-BEQEU","Churned","Yes","Competitor","Competitor made better offer"
"5837-LXSDN","Stayed","No","",""
"5839-SUYVZ","Stayed","No","",""
"5840-NVDCG","Stayed","No","",""
"5842-POCOP","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5843-TTHGI","Stayed","No","",""
"5844-QVTAT","Stayed","No","",""
"5845-BZZIB","Stayed","No","",""
"5846-ABOBJ","Stayed","No","",""
"5846-NEQVZ","Stayed","No","",""
"5846-QFDFI","Stayed","No","",""
"5847-MXBEO","Stayed","No","",""
"5848-FHRFC","Stayed","No","",""
"5849-ASHZJ","Stayed","No","",""
"5850-BDWCY","Stayed","No","",""
"5854-KSRBJ","Stayed","No","",""
"5855-EIBDE","Stayed","No","",""
"5857-TYBCJ","Stayed","No","",""
"5857-XRECV","Joined","No","",""
"5858-EAFCZ","Joined","No","",""
"5859-HZYLF","Stayed","No","",""
"5862-BRIXZ","Stayed","No","",""
"5863-OOKCL","Stayed","No","",""
"5868-CZJDR","Churned","Yes","Attitude","Attitude of service provider"
"5868-YTYKS","Joined","No","",""
"5868-YWPDW","Churned","Yes","Dissatisfaction","Limited range of services"
"5871-DGTXZ","Stayed","No","",""
"5872-OEQNH","Stayed","No","",""
"5875-YPQFJ","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5876-HZVZM","Churned","Yes","Attitude","Attitude of service provider"
"5876-QMYLD","Stayed","No","",""
"5879-HMFFH","Stayed","No","",""
"5879-SESNB","Stayed","No","",""
"5882-CMAZQ","Stayed","No","",""
"5883-GTGVD","Churned","Yes","Competitor","Competitor had better devices"
"5884-FBCTL","Stayed","No","",""
"5884-GCYMI","Churned","Yes","Competitor","Competitor made better offer"
"5886-VLQVU","Stayed","No","",""
"5887-IKKYO","Stayed","No","",""
"5889-JTMUL","Churned","Yes","Price","Price too high"
"5889-LFOLL","Churned","Yes","Competitor","Competitor offered more data"
"5893-KCLGT","Stayed","No","",""
"5893-PYOLZ","Stayed","No","",""
"5895-QSXOD","Stayed","No","",""
"5896-NPFWW","Churned","Yes","Competitor","Competitor made better offer"
"5897-ZYEKH","Stayed","No","",""
"5898-IGSLP","Stayed","No","",""
"5899-MQZZL","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5899-OUVKV","Stayed","No","",""
"5902-WBLSE","Stayed","No","",""
"5906-BFOZT","Joined","No","",""
"5906-CVLHP","Churned","Yes","Attitude","Attitude of service provider"
"5906-DVAPM","Stayed","No","",""
"5908-QMGOE","Churned","Yes","Competitor","Competitor had better devices"
"5909-ECHUI","Churned","Yes","Price","Lack of affordable download/upload speed"
"5913-INRQV","Stayed","No","",""
"5914-DVBWJ","Churned","Yes","Competitor","Competitor offered more data"
"5914-GXMDA","Stayed","No","",""
"5914-XRFQB","Stayed","No","",""
"5915-ANOEI","Stayed","No","",""
"5915-DGNVC","Stayed","No","",""
"5916-QEWPT","Joined","No","",""
"5917-HBSDW","Stayed","No","",""
"5917-RYRMG","Stayed","No","",""
"5918-VUKWP","Stayed","No","",""
"5919-TMRGD","Churned","Yes","Competitor","Competitor had better devices"
"5919-VCZYM","Joined","No","",""
"5921-NGYRH","Stayed","No","",""
"5922-ABDVO","Churned","Yes","Attitude","Attitude of support person"
"5923-GXUOC","Churned","Yes","Competitor","Competitor made better offer"
"5924-IFQTT","Stayed","No","",""
"5924-SNGKP","Stayed","No","",""
"5928-QLDHB","Stayed","No","",""
"5930-GBIWP","Stayed","No","",""
"5931-FLJJF","Churned","Yes","Attitude","Attitude of service provider"
"5934-RMPOV","Stayed","No","",""
"5934-TSSAU","Stayed","No","",""
"5935-FCCNB","Stayed","No","",""
"5937-EORGB","Stayed","No","",""
"5939-SXWHM","Stayed","No","",""
"5939-XAIXZ","Stayed","No","",""
"5940-AHUHD","Churned","Yes","Attitude","Attitude of support person"
"5940-NFXKV","Churned","Yes","Competitor","Competitor made better offer"
"5944-UGLLK","Stayed","No","",""
"5945-AZYHT","Stayed","No","",""
"5947-SGKCL","Stayed","No","",""
"5948-UJZLF","Joined","No","",""
"5949-EBSQK","Churned","Yes","Price","Price too high"
"5949-HGVJL","Stayed","No","",""
"5949-XIKAE","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"5950-AAAGJ","Stayed","No","",""
"5951-AOFIH","Stayed","No","",""
"5954-BDFSG","Stayed","No","",""
"5955-EPOAZ","Stayed","No","",""
"5955-ERIHD","Churned","Yes","Price","Long distance charges"
"5956-VKDTT","Churned","Yes","Dissatisfaction","Product dissatisfaction"
"5956-YHHRX","Stayed","No","",""
"5959-BELXA","Churned","Yes","Price","Price too high"
"5960-MVTUK","Joined","No","",""
"5960-WPXQM","Churned","Yes","Competitor","Competitor made better offer"
"5961-VUSRV","Stayed","No","",""
"5965-GGPRW","Stayed","No","",""
"5966-EMAZU","Stayed","No","",""
"5968-HYJRZ","Stayed","No","",""
"5968-VXZLG","Joined","No","",""
"5968-XQIVE","Stayed","No","",""
"5970-GHJAW","Stayed","No","",""
"5973-EJGDP","Stayed","No","",""
"5975-BAICR","Stayed","No","",""
"5976-JCJRH","Churned","Yes","Dissatisfaction","Limited range of services"
"5977-CKHON","Stayed","No","",""
"5980-BDHPY","Stayed","No","",""
"5980-NOPLP","Churned","Yes","Competitor","Competitor offered higher download speeds"
"5981-ITEMU","Churned","Yes","Competitor","Competitor offered more data"
"5981-ZVXOT","Stayed","No","",""
"5982-FPVQN","Stayed","No","",""
"5982-PSMKW","Stayed","No","",""
"5982-XMDEX","Stayed","No","",""
"5985-BEHZK","Stayed","No","",""
"5985-TBABQ","Stayed","No","",""
"5986-WWXDV","Stayed","No","",""
"5989-AXPUC","Stayed","No","",""
"5989-OMNJE","Stayed","No","",""
"5989-PGKJB","Stayed","No","",""
"5993-BQHEA","Stayed","No","",""
"5993-JSUWV","Stayed","No","",""
"5995-LFTLE","Stayed","No","",""
"5995-OIGLP","Churned","Yes","Price","Extra data charges"
"5995-SNNEW","Stayed","No","",""
"5995-WWKKG","Stayed","No","",""
"5996-DAOQL","Joined","No","",""
"5996-EBTKM","Stayed","No","",""
"5996-NRVXR","Stayed","No","",""
"5997-OPVFA","Stayed","No","",""
"5998-DZLYR","Stayed","No","",""
"5998-VVEJY","Churned","","Other","Moved"
"5999-LCXAO","Joined","No","",""
"6000-APYLU","Churned","Yes","Competitor","Competitor offered more data"
"6000-UKLWI","Stayed","No","",""
"6005-OBZPH","Churned","Yes","Other","Don't know"
"6007-TCTST","Stayed","No","",""
"6008-NAIXK","Stayed","No","",""
"6010-DDPPW","Stayed","No","",""
"6013-BHCAW","Stayed","No","",""
"6015-VVHHE","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"6016-LVTJQ","Stayed","No","",""
"6016-NXBNJ","Stayed","No","",""
"6017-PPLPX","Churned","Yes","Competitor","Competitor had better devices"
"6022-KOUQO","Joined","No","",""
"6022-UGGSO","Churned","Yes","Competitor","Competitor had better devices"
"6023-GSSXW","Stayed","No","",""
"6023-YEBUP","Churned","Yes","Competitor","Competitor had better devices"
"6024-RUGGH","Stayed","No","",""
"6029-CSMJE","Stayed","No","",""
"6029-WTIPC","Churned","Yes","Competitor","Competitor made better offer"
"6030-REHUX","Stayed","No","",""
"6032-IGALN","Churned","Yes","Competitor","Competitor had better devices"
"6032-KRXXO","Churned","Yes","Competitor","Competitor made better offer"
"6034-YMTOB","Stayed","No","",""
"6034-ZRYCV","Churned","Yes","Competitor","Competitor offered more data"
"6035-BXTTY","Stayed","No","",""
"6035-RIIOM","Stayed","No","",""
"6036-TTFYU","Stayed","No","",""
"6038-GCYEC","Churned","Yes","Competitor","Competitor had better devices"
"6040-CGACY","Stayed","No","",""
"6047-SUHPR","Stayed","No","",""
"6047-YHPVI","Churned","Yes","Competitor","Competitor had better devices"
"6048-NJXHX","Stayed","No","",""
"6048-QBXKL","Joined","No","",""
"6048-UWKAL","Stayed","No","",""
"6050-FFXES","Stayed","No","",""
"6050-IJRHS","Stayed","No","",""
"6051-PTVNS","Stayed","No","",""
"6060-DRTNL","Churned","Yes","Competitor","Competitor had better devices"
"6060-QBMGV","Stayed","No","",""
"6061-GWWAV","Stayed","No","",""
"6061-PQHMK","Stayed","No","",""
"6064-PUPMC","Stayed","No","",""
"6064-ZATLR","Stayed","No","",""
"6067-NGCEU","Stayed","No","",""
"6072-NUQCB","Stayed","No","",""
"6075-QMNRR","Stayed","No","",""
"6075-SLNIL","Stayed","No","",""
"6077-BDPXA","Joined","No","",""
"6078-VESFR","Stayed","No","",""
"6080-LNESI","Stayed","No","",""
"6080-TCMYC","Stayed","No","",""
"6082-GLJIX","Stayed","No","",""
"6082-OQFBA","Stayed","No","",""
"6086-ESGRL","Churned","Yes","Attitude","Attitude of support person"
"6087-MVHJH","Churned","Yes","Other","Don't know"
"6087-YPWHO","Stayed","No","",""
"6088-BXMRG","Stayed","No","",""
"6092-QZVPP","Stayed","No","",""
"6094-ZIVKX","Stayed","No","",""
"6096-EGVTU","Stayed","No","",""
"6097-EQISJ","Churned","Yes","Competitor","Competitor had better devices"
"6100-FJZDG","Stayed","No","",""
"6100-QQHEB","Churned","","Other","Moved"
"6101-IMRMM","Churned","Yes","Dissatisfaction","Network reliability"
"6103-BOCOU","Stayed","No","",""
"6103-LIANB","Stayed","No","",""
"6103-QCKFX","Stayed","No","",""
"6108-OQZDQ","Churned","Yes","Attitude","Attitude of service provider"
"6110-OHIHY","Churned","Yes","Competitor","Competitor offered higher download speeds"
"6112-KTHFQ","Stayed","No","",""
"6114-TCFID","Stayed","No","",""
"6115-ZTBFQ","Stayed","No","",""
"6116-RFVHN","Stayed","No","",""
"6119-SPUDB","Stayed","No","",""
"6120-RJKLU","Stayed","No","",""
"6121-TNHBO","Stayed","No","",""
"6121-VZNQB","Churned","Yes","Competitor","Competitor made better offer"
"6122-EFVKN","Stayed","No","",""
"6122-LJADA","Stayed","No","",""
"6124-ACRHJ","Joined","No","",""
"6127-ISGTU","Churned","Yes","Attitude","Attitude of support person"
"6127-IYJOZ","Joined","No","",""
"6128-AQBMT","Stayed","No","",""
"6128-CZOMY","Churned","Yes","Competitor","Competitor offered higher download speeds"
"6128-DAFVY","Stayed","No","",""
"6131-FOYAS","Stayed","No","",""
"6131-IUNXN","Stayed","No","",""
"6131-JLWZM","Stayed","No","",""
"6133-OZILE","Stayed","No","",""
"6134-KWTBV","Stayed","No","",""
"6135-OZQVA","Stayed","No","",""
"6137-MFAJN","Stayed","No","",""
"6137-NICCO","Stayed","No","",""
"6139-ZZRBQ","Stayed","No","",""
"6140-QNRQQ","Churned","Yes","Competitor","Competitor had better devices"
"6141-OOXUQ","Churned","Yes","Dissatisfaction","Service dissatisfaction"
"6142-VSJQO","Churned","Yes","Attitude","Attitude of support person"
"6143-JQKEA","Stayed","No","",""
"6145-NNPNO","Joined","No","",""
"6147-CBCRA","Stayed","No","",""
"6152-ONASV","Stayed","No","",""
"6156-UZDLF","Stayed","No","",""
"6158-DWPZT","Churned","Yes","Competitor","Competitor offered more data"
"6158-HDPXZ","Joined","No","",""
"6161-ERDGD","Stayed","No","",""
