"account_id","customer_id","tenure_months","num_referrals","has_internet_service","internet_type","has_unlimited_data","has_phone_service","has_multiple_lines","has_premium_tech_support","has_online_security","has_online_backup","has_device_protection","contract_type","paperless_billing","payment_method"
"MXBG-JMIUC","5108-ADXWO",11,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"MXKL-UQIGR","8285-ABVLB",70,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"MXLV-VGTCS","4138-NAXED",51,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Month-to-Month","No","Bank Withdrawal"
"MXOW-MMOCP","6507-ZJSUR",23,6,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"MXPL-VEQSX","3580-REOAC",10,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"MXTN-UXRGK","2957-JIRMN",62,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","One Year","No","Bank Withdrawal"
"MXUA-ZBLTL","9388-ZEYVT",43,0,"Yes","DSL","Yes","No","No","Yes","No","No","Yes","One Year","No","Bank Withdrawal"
"MXUD-EKKXR","1850-AKQEP",8,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"MXXU-ZFGQY","0788-DXBFY",58,3,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"MXYN-XDLIM","0117-LFRMW",37,1,"Yes","DSL","Yes","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"MYBI-AIMUM","1813-JYWTO",72,4,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Two Year","No","Bank Withdrawal"
"MYDI-TGDSJ","2880-FPNAE",2,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"MYIQ-EDYNA","1832-PEUTS",62,4,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Two Year","Yes","Credit Card"
"MYKZ-CYKSW","3318-NMQXL",3,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"MYMR-YUDII","5439-WIKXB",41,8,"Yes","Fiber Optic","No","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"MYPU-IHVBD","5981-ITEMU",40,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"MYUI-RSLHR","9957-YODKZ",6,4,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"MYUL-DONCA","8024-XNAFQ",72,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"MYVP-GPXZJ","7587-RZNME",3,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"MYVR-TMIUL","6838-HVLXG",12,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"MYWZ-LNJPK","4855-SNKMY",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"MZBD-HRLAN","7978-DKUQH",25,7,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"MZBQ-QXXTX","3148-BLQJT",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"MZNH-IAXAK","8165-CBKXO",66,4,"Yes","Cable","Yes","No","No","No","No","Yes","Yes","Two Year","Yes","Credit Card"
"MZOU-KAKFY","5186-PEIZU",35,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"MZQJ-OSZKJ","0096-BXERS",6,10,"Yes","Cable","Yes","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"MZUM-CDJHX","9465-RWMXL",32,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"MZZT-VQGDP","5276-KQWHG",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NAAD-GKEDY","4742-DRORA",60,5,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"NACT-ZHTEG","8316-BBQAY",65,0,"Yes","Cable","Yes","No","No","Yes","Yes","No","Yes","Two Year","No","Credit Card"
"NADC-VNNUV","7267-FRMJW",25,1,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NADW-ZWPAX","0876-WDUUZ",5,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"NAFE-YCZJM","1980-KXVPM",3,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"NAGA-RNCMN","6419-ZTTLE",23,2,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"NAJC-NLBLO","4847-QNOKA",1,0,"Yes","DSL","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NAJD-OGVMX","0506-LVNGN",5,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"NAKQ-QLGHF","9402-ORRAH",15,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"NAOQ-GKMMJ","6961-MJKBO",47,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"NAQP-HEJTK","8706-HRADD",21,0,"Yes","DSL","Yes","No","No","Yes","Yes","No","No","Month-to-Month","Yes","Credit Card"
"NAQS-MSGSP","5924-SNGKP",41,0,"No","None","No","Yes","No","No","No","No","No","One Year","Yes","Credit Card"
"NAVF-FZPXC","9938-EKRGF",15,0,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Mailed Check"
"NAVP-UTWAF","1029-QFBEN",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"NAWT-IESTQ","1159-WFSGR",16,3,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NAXX-GGOKV","9950-MTGYX",28,8,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"NAZY-FLUBY","2430-USGXP",24,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NBBB-ACNJV","1371-DWPAZ",10,2,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"NBDF-QXJVL","5231-FIQPA",41,0,"No","None","No","Yes","No","No","No","No","No","Two Year","Yes","Credit Card"
"NBFN-NVANU","8740-CRYFY",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NBIS-YYEJI","1346-UFHAX",13,0,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Credit Card"
"NBJR-CNYQW","8183-ONMXC",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NBQX-NMVLP","6923-JHPMP",2,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NBRY-KZXST","8345-MVDYC",45,0,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","Two Year","No","Bank Withdrawal"
"NBWQ-XSZCV","2599-CIPQE",71,4,"Yes","Fiber Optic","No","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"NBXP-YSQGF","0810-DHDBD",52,0,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","No","Yes","One Year","No","Credit Card"
"NBZZ-KWRTT","3914-FDRHP",9,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NCAI-GSBAF","1624-NALOJ",5,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NCCT-DRWFB","8854-CCVSQ",18,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NCDA-SFYWL","3249-VHRIP",62,0,"Yes","Cable","Yes","No","No","No","No","Yes","Yes","Two Year","Yes","Credit Card"
"NCEB-EFJZR","0939-EREMR",13,0,"Yes","Cable","No","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Credit Card"
"NCFA-SNHTU","9970-QBCDA",6,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NCFD-RQBJO","4873-ILOLJ",24,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NCFH-IFJSV","1498-DQNRX",29,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"NCIK-QIAZG","0327-WFZSY",39,9,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","Yes","One Year","No","Bank Withdrawal"
"NCPQ-HYDTP","1094-BKOSX",45,10,"Yes","Cable","Yes","No","No","Yes","No","Yes","Yes","One Year","No","Bank Withdrawal"
"NCXQ-MBQYP","8650-RHRKE",4,0,"Yes","DSL","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NCXW-UQZJI","6986-IXNDM",14,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NDBT-KOIBP","8898-KASCD",39,0,"Yes","DSL","Yes","No","No","Yes","No","No","Yes","One Year","No","Credit Card"
"NDCA-FUKVO","6910-HADCM",1,0,"Yes","Cable","Yes","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"NDCY-HXCEW","2363-BJLSL",62,0,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NDDC-NPLQF","1482-OXZSY",30,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NDKG-ZNEQG","3537-RYBHH",47,1,"Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"NDMS-PNYML","7969-AULMZ",21,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NDPE-FZJWQ","1723-HKXJQ",42,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NDPW-TNDKS","1744-JHKYS",34,5,"No","None","No","Yes","Yes","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NDQT-AEHTY","9350-ZXYJC",4,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Credit Card"
"NDSO-QCGXE","1357-BIJKI",50,10,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","One Year","Yes","Bank Withdrawal"
"NDVM-KOSIH","5730-DBDSI",66,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"NDZP-DJNRI","5641-DMBFJ",58,1,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal"
"NDZV-UDTWK","2040-LDIWQ",65,8,"Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NECA-WSUYN","6067-NGCEU",65,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card"
"NECP-NBGRT","2120-SMPEX",25,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"NEDW-JUTZX","0023-XUOPT",13,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal"
"NEFL-PNGAF","6681-ZSEXG",56,9,"Yes","DSL","Yes","Yes","Yes","No","No","Yes","Yes","Two Year","No","Credit Card"
"NEFL-ZMSJE","7717-BICXI",60,4,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NELQ-KTHFN","7694-VLBWQ",67,4,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","One Year","No","Bank Withdrawal"
"NENG-KKLEO","1768-ZAIFU",1,0,"Yes","Cable","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NEPO-IRTKB","3551-GAEGL",34,0,"Yes","DSL","Yes","No","No","No","Yes","No","No","One Year","No","Bank Withdrawal"
"NEQK-KWLXO","2004-OCQXK",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NERA-OOIXH","9674-EHPPG",46,6,"Yes","DSL","No","No","No","Yes","Yes","No","Yes","Two Year","No","Credit Card"
"NEWI-CSMMC","2197-OMWGI",68,4,"Yes","DSL","Yes","No","No","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NEWT-UTTDQ","3587-PMCOY",10,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"NFCG-JXFRW","8800-JOOCF",12,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NFDK-EBGDK","9467-ROOLM",25,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Mailed Check"
"NFEJ-WVYXF","0004-TLHLJ",4,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NFIE-OTSIV","5616-PRTNT",20,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NFPN-NSAYD","1200-TUZHR",8,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"NFTP-ZMPIT","3590-TCXTB",1,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NFVE-GGPVJ","4614-NUVZD",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NFVJ-WDPDG","0515-YPMCW",1,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card"
"NFVR-NIMMP","1582-RAFML",1,0,"Yes","Cable","Yes","Yes","Yes","Yes","No","Yes","No","Month-to-Month","No","Mailed Check"
"NGBF-SYBAE","0907-HQNTS",70,8,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Credit Card"
"NGDY-BPOXH","5937-EORGB",15,9,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NGNS-ZKCWT","4455-BFSPD",61,5,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","One Year","No","Bank Withdrawal"
"NGOO-KXSYT","0277-ORXQS",66,9,"Yes","Cable","No","No","No","Yes","No","No","No","Two Year","No","Bank Withdrawal"
"NGRD-KNOKD","7845-URHJN",8,1,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NGRF-QPBIZ","4560-WQAQW",59,0,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","No","One Year","No","Bank Withdrawal"
"NGVJ-RNXTJ","8364-TRMMK",3,0,"Yes","Cable","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Mailed Check"
"NHCF-UJAAX","7054-ENNGU",9,4,"Yes","Cable","Yes","Yes","No","No","No","Yes","No","Month-to-Month","No","Credit Card"
"NHEJ-SJLOM","9355-NPPFS",26,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NHFU-FMILZ","0326-VDYXE",70,9,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","Yes","One Year","Yes","Bank Withdrawal"
"NHFU-NBWJV","9362-MWODR",40,0,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","Yes","Credit Card"
"NHGQ-FDXJB","9445-SZLCH",36,3,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NHIN-BJRDE","7047-FWEYA",46,3,"Yes","Fiber Optic","No","Yes","Yes","Yes","No","Yes","No","One Year","Yes","Bank Withdrawal"
"NHJM-XYNEH","5914-DVBWJ",18,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NHMJ-TCVMI","5054-IEXZT",1,0,"Yes","Fiber Optic","No","Yes","No","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NHMK-JAHVT","4822-LPTYJ",72,8,"Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NHRC-OQVFB","6416-JNVRK",46,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","One Year","No","Credit Card"
"NHRK-IBGUM","7409-JURKQ",53,3,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"NHRV-JMRBE","4837-QUSFT",65,8,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal"
"NHYQ-NSOYJ","8404-GFGCZ",4,7,"Yes","DSL","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal"
"NICZ-JIXUI","7501-IWUNG",61,9,"Yes","DSL","No","Yes","No","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"NIFG-DGJJR","9897-KXHCM",3,1,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NIGS-VHWUI","8875-AKBYH",20,0,"Yes","Fiber Optic","No","Yes","Yes","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"NILM-IWGCJ","5520-FVEWJ",12,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NILZ-GUFRC","3545-CNWRG",49,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NIMF-HZDCI","3920-HIHMQ",26,0,"Yes","DSL","No","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Credit Card"
"NIRW-DQWJX","0397-ZXWQF",67,0,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Bank Withdrawal"
"NITO-DITEI","8292-ITGYJ",45,7,"No","None","No","Yes","Yes","No","No","No","No","Two Year","Yes","Bank Withdrawal"
"NITS-FNSIM","4568-TTZRT",9,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NJCG-LVBWJ","8879-ZKJOF",41,0,"Yes","DSL","Yes","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal"
"NJFD-SWNAH","7504-UWHNB",25,0,"Yes","Fiber Optic","No","Yes","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NJGM-TJSQO","2592-SEIFQ",3,0,"Yes","DSL","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal"
"NJIS-WBPVB","8741-LQOBK",46,9,"Yes","DSL","Yes","No","No","No","Yes","Yes","No","Month-to-Month","No","Bank Withdrawal"
"NJJL-JLHGE","3567-PQTSO",53,7,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","One Year","Yes","Bank Withdrawal"
"NJJR-QIJGC","1436-ZMJAN",10,6,"Yes","Cable","Yes","Yes","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card"
"NJSQ-MANGE","0040-HALCW",54,3,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NJTX-RJFAH","9067-YGSCA",70,0,"No","None","No","Yes","Yes","No","No","No","No","One Year","No","Credit Card"
"NJUJ-UPEMD","4343-EJVQB",7,0,"Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Month-to-Month","No","Credit Card"
"NJXC-LMHHK","0329-GTIAJ",3,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","No","Yes","No","Month-to-Month","Yes","Bank Withdrawal"
"NJXZ-FQCKN","5590-BYNII",22,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NKAL-NURWI","4597-ELFTS",56,0,"No","None","No","Yes","Yes","No","No","No","No","One Year","No","Bank Withdrawal"
"NKFH-OQILE","5502-RLUYV",69,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NKJJ-EXGVS","2373-NTKOD",8,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NKLJ-JQEJW","5748-RNCJT",69,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal"
"NKPV-TGIAN","7145-FEJWU",12,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NKRB-SAZXE","5153-LXKDT",68,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NKUG-NVQTL","3620-EHIMZ",52,3,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NKVY-SHHUL","7123-WQUHX",38,0,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","Yes","One Year","No","Bank Withdrawal"
"NKYR-AADGB","4189-NAKJS",26,0,"Yes","Cable","Yes","Yes","Yes","No","No","No","No","One Year","Yes","Credit Card"
"NKZS-PNOEV","5081-NWSUP",10,0,"Yes","DSL","Yes","Yes","No","Yes","No","Yes","No","One Year","No","Credit Card"
"NLBP-RGMGM","4910-GMJOT",1,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NLDJ-SUEPP","7595-EHCDL",32,10,"Yes","DSL","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card"
"NLEI-PGZDX","4359-INNWN",17,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"NLIG-RTHJK","2348-KCJLT",44,8,"Yes","Cable","No","Yes","No","No","Yes","Yes","Yes","One Year","Yes","Credit Card"
"NLLE-BYSFM","1898-JSNDC",39,0,"Yes","DSL","Yes","Yes","No","No","No","Yes","No","One Year","Yes","Credit Card"
"NLLJ-LDWNW","4311-QTTAI",16,0,"No","None","No","Yes","No","No","No","No","No","One Year","No","Credit Card"
"NLPM-KPQWN","4097-YODCF",34,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","No","One Year","Yes","Bank Withdrawal"
"NLQL-AHTQL","3571-DPYUH",58,1,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","No","One Year","Yes","Credit Card"
"NLTE-WIHWR","9889-TMAHG",8,0,"Yes","Fiber Optic","Yes","Yes","No","Yes","Yes","No","No","Month-to-Month","No","Credit Card"
"NLUG-NEYPN","7594-RQHXR",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NMCB-QBLIZ","7524-VRLPL",69,0,"Yes","Cable","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","No","Credit Card"
"NMCJ-ABHKP","4933-BSAIP",40,1,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NMDT-MSXHA","4188-PCPIG",57,1,"Yes","Cable","Yes","Yes","No","Yes","Yes","Yes","No","Two Year","Yes","Credit Card"
"NMDT-XOKAP","6133-OZILE",18,0,"Yes","DSL","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NMFL-LVMOV","8051-HJRLT",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NMMO-LKFZR","5236-PERKL",57,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal"
"NMNE-KHOIG","4139-DETXS",72,0,"Yes","DSL","Yes","No","No","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
"NMRB-TFPEF","3583-EKAPL",1,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NMXP-BGEZX","5174-RNGBH",9,0,"Yes","Cable","No","Yes","No","Yes","No","Yes","No","Month-to-Month","No","Mailed Check"
"NNAD-QGRRU","9667-TKTVZ",2,0,"Yes","Cable","Yes","Yes","Yes","Yes","No","No","No","Month-to-Month","Yes","Credit Card"
"NNBD-LUBOC","1552-TKMXS",42,0,"No","None","No","Yes","No","No","No","No","No","Month-to-Month","No","Credit Card"
"NNCK-DEYDQ","3904-UKFRE",4,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NNER-RTNQU","8644-XLFBW",1,0,"Yes","Fiber Optic","Yes","Yes","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NNIN-LMAQQ","2188-SXWVT",34,0,"Yes","DSL","Yes","Yes","No","No","Yes","Yes","No","One Year","No","Credit Card"
"NNIY-VNWFZ","3261-CQXOL",71,0,"No","None","No","Yes","Yes","No","No","No","No","Two Year","No","Bank Withdrawal"
"NNKV-MCZKN","3045-XETSH",10,0,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal"
"NNQV-MSLTJ","2236-HILPA",62,9,"No","None","No","Yes","No","No","No","No","No","Two Year","No","Credit Card"
"NNSU-ODNOR","5766-FTRTS",72,8,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes","Yes","Two Year","No","Credit Card"
"NNUA-SKPIR","9526-BIHHD",1,0,"Yes","Cable","Yes","No","No","No","Yes","No","No","Month-to-Month","No","Mailed Check"
"NNVM-GKUQZ","7609-YBPXG",54,0,"Yes","DSL","No","Yes","Yes","Yes","Yes","No","Yes","Two Year","No","Bank Withdrawal"
"NNYP-KOCZX","2978-XXSOG",22,0,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","No","Month-to-Month","Yes","Credit Card"
"NOFF-WCPQQ","7137-RYLPP",37,1,"Yes","Fiber Optic","Yes","Yes","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal"
"NOFL-UITWO","4670-TABXH",72,6,"Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","Two Year","Yes","Credit Card"
"NOJW-KPPGJ","9802-CAQUT",72,9,"Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Two Year","No","Credit Card"
"NONC-YVLRN","0224-RLWWD",2,0,"Yes","Cable","Yes","Yes","No","No","No","No","No","One Year","Yes","Bank Withdrawal"
"NOOD-OIXLU","6461-SZMCV",71,7,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal"
