"account_id","avg_long_distance_fee_monthly","total_long_distance_fee","avg_gb_download_monthly","stream_tv","stream_movie","stream_music","total_monthly_fee","total_charges_quarter","total_refunds"
"MNTO-PGMWK",43.45,43.45,30,"No","No","No",69.85,69.85,0.0
"MNUO-ODOWW",26.67,1866.9,17,"Yes","Yes","Yes",114.6,7882.5,0.0
"MNXM-TFVUR",5.55,5.55,13,"No","No","No",45.7,45.7,0.0
"MOIY-HRKJM",15.79,31.58,0,"No","No","No",19.3,28.3,0.0
"MOLO-EKMWH",26.15,26.15,26,"No","No","No",44.0,44.0,0.0
"MONN-JTLCV",4.75,308.75,69,"Yes","Yes","Yes",82.5,5215.1,0.0
"MONY-VNNPU",4.51,275.11,24,"Yes","Yes","Yes",86.45,5175.3,0.0
"MORM-VZSPZ",30.61,520.37,7,"No","No","No",76.65,1313.55,0.0
"MOSL-ZWGBY",7.01,203.29,42,"No","No","No",76.0,2215.25,0.0
"MOTF-WNVAT",41.63,1581.94,0,"No","No","No",20.05,741.5,0.0
"MOWJ-QZTKW",45.21,1039.83,14,"Yes","Yes","Yes",104.45,2184.85,0.0
"MOYD-LWUWW",28.54,1141.6,24,"Yes","Yes","No",103.75,4188.4,0.0
"MOZX-GVIEN",18.64,894.72,0,"No","No","No",20.2,1027.25,0.0
"MPBV-OZWSZ",28.89,115.56,3,"Yes","Yes","Yes",74.4,299.7,0.0
"MPCG-LADIT",22.88,205.92,23,"Yes","No","No",77.65,714.15,0.0
"MPDY-QRWIL",10.23,378.51,0,"No","No","No",20.3,755.4,0.0
"MPEO-JLFAN",13.84,595.12,18,"Yes","Yes","No",107.55,4533.9,0.0
"MPET-QFTWN",18.0,18.0,23,"No","No","No",79.15,79.15,0.0
"MPFF-HWMYA",38.79,2792.88,42,"No","No","No",97.0,7104.2,0.0
"MPGE-PVFBN",7.77,7.77,22,"No","No","No",72.1,72.1,0.0
"MPLL-MUTJZ",0.0,0.0,5,"Yes","Yes","Yes",59.0,3707.6,0.0
"MPTG-SEUTN",32.06,64.12,52,"No","Yes","Yes",61.2,125.95,0.0
"MPVR-VEDPR",19.21,998.92,0,"No","No","No",23.05,1255.1,0.0
"MPXB-IYNTB",15.89,524.37,52,"No","No","No",61.05,2018.4,0.0
"MQCZ-RBKQN",36.42,509.88,0,"No","No","No",20.4,275.7,0.0
"MQGM-OUAJA",26.1,1122.3,17,"No","No","No",66.25,2907.35,6.41
"MQJY-XRRHR",18.71,224.52,0,"No","No","No",19.7,220.35,0.0
"MQMY-TVVOX",42.85,2828.1,21,"Yes","Yes","Yes",85.25,5538.35,0.0
"MQRY-PYYBD",45.9,734.4,5,"No","No","No",71.8,1167.8,0.0
"MQSB-RJCJT",40.81,979.44,0,"No","No","No",20.25,439.75,0.0
"MQTQ-YRTHJ",45.7,2787.7,24,"Yes","Yes","Yes",105.55,6281.45,0.0
"MRBY-TRKEK",10.87,782.64,24,"Yes","Yes","Yes",85.9,6110.75,0.0
"MRCO-VZWSG",35.2,1513.6,0,"No","No","No",20.0,817.95,0.0
"MRDC-RMUNK",26.47,1852.9,59,"Yes","Yes","Yes",94.8,6859.05,0.0
"MRDS-UPXIJ",0.0,0.0,13,"Yes","Yes","Yes",55.9,2184.35,0.0
"MRFJ-HRYLX",8.4,378.0,8,"No","No","No",62.55,2796.45,0.0
"MRIS-TNSQA",41.94,3019.68,85,"Yes","Yes","Yes",107.7,7919.8,0.0
"MRLQ-QDTIV",35.03,2347.01,23,"Yes","Yes","Yes",111.25,7511.65,0.0
"MRLV-TTHEX",5.84,397.12,0,"No","No","No",24.55,1657.4,0.0
"MRSV-LDJAW",29.12,582.4,0,"No","No","No",19.6,356.15,0.0
"MRVZ-NAONE",17.66,671.08,41,"No","No","Yes",84.25,3264.5,0.0
"MSBL-XRTCV",0.0,0.0,22,"Yes","Yes","No",49.45,2907.55,0.0
"MSDW-HJOHF",44.93,1078.32,82,"No","No","Yes",79.65,1928.7,0.0
"MSFC-YWEOU",49.71,845.07,4,"No","No","No",86.75,1410.25,0.0
"MSKP-LOXQY",19.25,1251.25,19,"No","No","No",61.35,3874.1,0.0
"MSQH-DOEVT",48.88,1124.24,12,"Yes","Yes","Yes",78.55,1843.05,19.63
"MSWQ-LGOQU",35.38,1026.02,21,"No","Yes","Yes",95.9,2745.2,0.0
"MSYS-YNQTB",6.95,6.95,11,"No","No","No",50.9,50.9,0.0
"MTBS-ZKGGS",47.8,2963.6,8,"Yes","Yes","Yes",110.75,7053.35,0.0
"MTCH-KEBKD",30.54,366.48,47,"Yes","Yes","Yes",100.15,1164.3,0.0
"MTDR-HLBRL",16.32,228.48,11,"No","No","No",74.95,1036.75,39.29
"MTIZ-SFCPC",19.0,152.0,8,"No","No","No",54.75,445.85,0.0
"MTJZ-FPCYX",0.0,0.0,59,"No","No","Yes",25.1,1097.15,0.0
"MTKQ-MYITF",10.9,730.3,26,"No","No","No",54.2,3838.2,0.0
"MTLN-NDCBB",16.15,952.85,26,"No","Yes","No",88.75,5348.65,0.0
"MTXR-WXKMX",14.27,214.05,0,"No","No","No",18.8,294.95,0.0
"MUBV-KPXZF",24.71,1087.24,27,"No","Yes","Yes",94.4,4295.35,0.0
"MUDY-NLIEW",22.14,309.96,11,"Yes","No","No",66.6,979.5,0.0
"MUEY-JKLNZ",16.63,515.53,12,"No","No","No",79.85,2404.15,0.0
"MUFD-PBWYR",0.0,0.0,2,"No","Yes","Yes",34.65,768.45,0.0
"MUGM-AESYU",47.06,1411.8,24,"No","No","No",55.65,1653.85,0.0
"MUGV-IDCUC",0.0,0.0,4,"Yes","No","No",50.0,1750.85,0.0
"MULZ-TKVIA",11.11,544.39,27,"Yes","Yes","Yes",100.65,4917.75,0.0
"MUUF-DUPWT",23.25,1488.0,0,"No","No","No",19.8,1336.65,0.0
"MUVV-TZLVB",1.34,12.06,9,"Yes","Yes","Yes",90.8,809.75,0.0
"MUYI-OUALU",23.01,138.06,13,"No","No","No",50.05,288.35,0.0
"MVAW-WLZLI",15.71,157.1,0,"No","No","No",19.5,225.85,0.0
"MVCA-YJWJV",18.82,150.56,3,"No","No","No",75.25,576.7,0.0
"MVEL-NQVIA",11.74,551.78,48,"Yes","Yes","Yes",90.5,4318.35,0.0
"MVFT-XXPFO",8.75,376.25,13,"Yes","Yes","No",109.55,4830.25,0.0
"MVHC-GKOKZ",1.47,1.47,0,"No","No","No",20.65,20.65,0.0
"MWAH-ZPAFU",47.19,330.33,0,"No","No","No",20.75,141.1,0.0
"MWBV-TUXTT",30.87,61.74,19,"No","No","No",44.5,90.05,0.0
"MWCW-IIGMK",36.49,255.43,42,"Yes","Yes","Yes",94.05,633.45,0.0
"MWFN-NSOWI",1.51,27.18,28,"Yes","Yes","Yes",95.15,1779.95,10.17
"MWFP-RFLQW",19.74,118.44,27,"No","No","No",79.05,434.5,0.0
"MWGT-ZCREQ",20.65,330.4,0,"No","No","No",20.1,296.15,0.0
"MWHM-GHCWR",11.86,569.28,0,"No","No","No",23.55,1173.35,0.0
"MWHP-THGHP",32.35,32.35,18,"Yes","Yes","Yes",89.15,89.15,0.0
"MWJU-NDCXA",9.22,156.74,13,"Yes","Yes","Yes",92.6,1579.7,0.0
"MWPU-NIPXX",15.51,108.57,23,"Yes","Yes","Yes",93.85,635.6,0.0
"MWTC-USZKB",10.61,583.55,76,"Yes","Yes","Yes",104.15,5743.05,0.0
"MWTX-YBBUZ",0.0,0.0,17,"Yes","Yes","Yes",50.9,3281.65,0.0
"MWUP-JDDXR",49.5,198.0,23,"Yes","Yes","Yes",94.3,424.45,0.0
"MXBG-JMIUC",38.88,427.68,30,"No","No","No",73.5,791.75,0.0
"MXKL-UQIGR",40.91,2863.7,0,"No","No","No",19.85,1328.35,33.29
"MXLV-VGTCS",42.93,2189.43,11,"No","No","No",81.0,4085.75,0.0
"MXOW-MMOCP",46.82,1076.86,11,"Yes","Yes","No",90.45,2117.25,0.0
"MXPL-VEQSX",49.58,495.8,17,"No","No","No",44.85,435.4,0.0
"MXTN-UXRGK",19.52,1210.24,3,"Yes","No","No",84.45,4959.15,0.0
"MXUA-ZBLTL",0.0,0.0,11,"No","Yes","Yes",44.15,1931.3,0.0
"MXUD-EKKXR",14.37,114.96,0,"No","No","No",20.35,178.7,0.0
"MXXU-ZFGQY",27.93,1619.94,0,"No","No","No",19.55,1108.8,0.0
"MXYN-XDLIM",0.0,0.0,23,"No","No","No",40.2,1448.8,0.0
"MYBI-AIMUM",6.23,448.56,27,"No","No","No",80.45,5737.6,0.0
"MYDI-TGDSJ",7.29,14.58,14,"No","No","No",74.2,140.1,0.0
"MYIQ-EDYNA",37.75,2340.5,73,"Yes","No","No",89.1,5411.65,0.0
"MYKZ-CYKSW",15.6,46.8,9,"Yes","Yes","Yes",92.0,266.8,0.0
"MYMR-YUDII",46.46,1904.86,2,"Yes","Yes","Yes",94.55,3851.45,0.0
"MYPU-IHVBD",16.33,653.2,23,"Yes","Yes","Yes",97.1,3706.95,41.85
"MYUI-RSLHR",16.87,101.22,17,"No","No","No",80.8,457.1,0.0
"MYUL-DONCA",31.31,2254.32,18,"No","Yes","Yes",107.4,7748.75,0.0
"MYVP-GPXZJ",48.84,146.52,41,"No","No","Yes",43.3,123.65,0.0
"MYVR-TMIUL",32.32,387.84,0,"No","No","No",20.3,246.7,0.0
"MYWZ-LNJPK",4.41,4.41,30,"No","No","No",44.1,44.1,0.0
"MZBD-HRLAN",37.1,927.5,82,"No","No","No",74.6,1797.75,0.0
"MZBQ-QXXTX",16.81,16.81,0,"No","No","No",20.1,20.1,0.0
"MZNH-IAXAK",0.0,0.0,25,"Yes","Yes","Yes",56.75,3708.4,0.0
"MZOU-KAKFY",37.81,1323.35,0,"No","No","No",19.25,617.65,0.0
"MZQJ-OSZKJ",42.66,255.96,85,"No","No","No",50.35,314.55,0.0
"MZUM-CDJHX",22.57,722.24,11,"No","No","No",78.9,2447.95,0.0
"MZZT-VQGDP",15.32,30.64,21,"No","No","No",69.6,131.65,0.0
"NAAD-GKEDY",5.43,325.8,29,"Yes","No","No",95.4,5812.0,0.0
"NACT-ZHTEG",0.0,0.0,22,"Yes","Yes","Yes",59.95,3921.1,0.0
"NADC-VNNUV",4.57,114.25,0,"No","No","No",20.1,486.05,0.0
"NADW-ZWPAX",43.51,217.55,17,"No","Yes","Yes",85.4,425.9,0.0
"NAFE-YCZJM",23.82,71.46,30,"No","No","No",75.05,256.25,0.0
"NAGA-RNCMN",45.83,1054.09,0,"No","No","No",20.75,485.2,37.64
"NAJC-NLBLO",41.78,41.78,59,"No","No","No",44.9,44.9,0.0
"NAJD-OGVMX",42.33,211.65,9,"No","No","No",75.55,349.65,0.0
"NAKQ-QLGHF",39.57,593.55,16,"Yes","Yes","No",91.5,1400.3,48.66
"NAOQ-GKMMJ",6.61,310.67,0,"No","No","No",20.45,943.0,0.0
"NAQP-HEJTK",0.0,0.0,26,"Yes","No","No",43.55,1011.5,0.0
"NAQS-MSGSP",6.61,271.01,0,"No","No","No",20.25,865.0,46.78
"NAVF-FZPXC",8.97,134.55,2,"Yes","Yes","Yes",84.45,1287.85,0.0
"NAVP-UTWAF",38.44,38.44,0,"No","No","No",19.55,19.55,0.0
"NAWT-IESTQ",45.54,728.64,0,"No","No","No",20.4,321.4,0.0
"NAXX-GGOKV",19.18,537.04,0,"No","No","No",20.3,487.95,0.0
"NAZY-FLUBY",34.62,830.88,23,"Yes","Yes","Yes",101.05,2391.8,0.0
"NBBB-ACNJV",0.0,0.0,8,"Yes","No","No",56.05,560.5,0.0
"NBDF-QXJVL",2.32,95.12,0,"No","No","No",19.85,810.45,0.0
"NBFN-NVANU",23.96,23.96,22,"Yes","No","No",78.95,78.95,0.0
"NBIS-YYEJI",33.69,437.97,15,"No","No","No",80.0,1029.35,0.0
"NBJR-CNYQW",5.11,10.22,6,"No","Yes","Yes",80.75,159.45,0.0
"NBQX-NMVLP",35.41,70.82,25,"No","No","No",80.45,137.1,0.0
"NBRY-KZXST",37.39,1682.55,30,"Yes","Yes","Yes",81.65,3618.7,0.0
"NBWQ-XSZCV",28.47,2021.37,57,"Yes","Yes","Yes",109.3,7782.85,0.0
"NBXP-YSQGF",21.38,1111.76,21,"Yes","No","No",74.0,3877.65,0.0
"NBZZ-KWRTT",46.34,417.06,59,"Yes","No","No",86.25,770.5,0.0
"NCAI-GSBAF",36.36,181.8,12,"No","Yes","No",89.8,502.6,0.0
"NCCT-DRWFB",38.87,699.66,7,"No","No","No",80.65,1451.9,0.0
"NCDA-SFYWL",0.0,0.0,30,"No","Yes","Yes",43.6,2748.7,0.0
"NCEB-EFJZR",25.33,329.29,27,"No","No","No",53.45,718.1,26.37
"NCFA-SNHTU",31.02,186.12,0,"No","No","No",19.7,129.55,0.0
"NCFD-RQBJO",32.49,779.76,23,"Yes","Yes","Yes",90.35,2238.5,0.0
"NCFH-IFJSV",5.69,165.01,0,"No","No","No",19.85,573.05,0.0
"NCIK-QIAZG",17.29,674.31,75,"Yes","Yes","Yes",100.0,3835.55,0.0
"NCPQ-HYDTP",0.0,0.0,19,"No","Yes","Yes",51.0,2264.5,0.0
"NCXQ-MBQYP",0.0,0.0,48,"No","No","Yes",29.65,118.5,0.0
"NCXW-UQZJI",27.8,389.2,17,"Yes","Yes","Yes",92.9,1337.45,0.0
"NDBT-KOIBP",0.0,0.0,14,"No","No","No",35.55,1309.15,0.0
"NDCA-FUKVO",7.26,7.26,9,"No","No","No",76.35,76.35,0.0
"NDCY-HXCEW",48.72,3020.64,2,"Yes","Yes","Yes",80.4,4981.15,0.0
"NDDC-NPLQF",17.26,517.8,19,"Yes","Yes","Yes",100.4,2936.25,0.0
"NDKG-ZNEQG",46.77,2198.19,24,"No","No","No",67.45,3252.0,0.0
"NDMS-PNYML",9.06,190.26,10,"Yes","Yes","Yes",97.35,2119.5,0.0
"NDPE-FZJWQ",18.79,789.18,16,"Yes","Yes","Yes",101.75,4273.45,0.0
"NDPW-TNDKS",11.52,391.68,0,"No","No","No",24.7,780.2,0.0
"NDQT-AEHTY",9.75,39.0,0,"No","No","No",25.3,116.95,0.0
"NDSO-QCGXE",38.29,1914.5,16,"Yes","Yes","Yes",98.25,4858.7,3.55
"NDVM-KOSIH",45.54,3005.64,0,"No","No","No",19.7,1253.8,0.0
"NDZP-DJNRI",31.27,1813.66,59,"Yes","Yes","Yes",84.3,4916.4,0.0
"NDZV-UDTWK",41.57,2702.05,16,"Yes","Yes","Yes",84.2,5324.5,0.0
"NECA-WSUYN",41.78,2715.7,14,"Yes","Yes","Yes",111.05,7107.0,0.0
"NECP-NBGRT",17.64,441.0,0,"No","No","No",20.15,536.35,0.0
"NEDW-JUTZX",43.56,566.28,52,"Yes","No","No",94.1,1215.6,0.0
"NEFL-PNGAF",35.55,1990.8,17,"No","No","No",59.5,3389.25,0.0
"NEFL-ZMSJE",15.65,939.0,0,"No","No","No",20.55,1205.05,0.0
"NELQ-KTHFN",8.18,548.06,3,"Yes","Yes","Yes",104.1,7040.85,0.0
"NENG-KKLEO",0.0,0.0,5,"No","No","No",25.2,25.2,0.0
"NEPO-IRTKB",0.0,0.0,42,"No","No","No",30.4,938.65,0.0
"NEQK-KWLXO",44.94,44.94,16,"No","Yes","Yes",81.95,81.95,0.0
"NERA-OOIXH",0.0,0.0,26,"No","No","No",40.4,1842.7,0.0
"NEWI-CSMMC",0.0,0.0,23,"Yes","Yes","Yes",53.0,3656.25,0.0
"NEWT-UTTDQ",46.33,463.3,26,"Yes","Yes","Yes",98.9,1064.95,0.0
"NFCG-JXFRW",17.85,214.2,19,"Yes","No","No",84.05,966.55,0.0
"NFDK-EBGDK",30.28,757.0,0,"No","No","No",19.05,461.3,0.0
"NFEJ-WVYXF",33.65,134.6,30,"No","No","No",73.9,280.85,0.0
"NFIE-OTSIV",22.78,455.6,0,"No","No","No",19.4,374.5,0.0
"NFPN-NSAYD",44.63,357.04,29,"No","Yes","No",85.2,695.75,0.0
"NFTP-ZMPIT",31.97,31.97,0,"No","No","No",20.35,20.35,0.0
"NFVE-GGPVJ",22.86,22.86,24,"No","Yes","Yes",81.1,81.1,0.0
"NFVJ-WDPDG",42.87,42.87,8,"No","No","No",70.45,70.45,0.0
"NFVR-NIMMP",23.63,23.63,85,"No","No","No",60.1,60.1,0.0
"NGBF-SYBAE",46.2,3234.0,14,"Yes","Yes","No",113.0,7987.6,0.0
"NGDY-BPOXH",22.83,342.45,26,"Yes","No","No",96.5,1392.25,0.0
"NGNS-ZKCWT",36.13,2203.93,23,"Yes","Yes","Yes",101.15,6383.9,0.0
"NGOO-KXSYT",0.0,0.0,23,"Yes","Yes","Yes",50.55,3364.55,0.0
"NGRD-KNOKD",11.35,90.8,0,"No","No","No",20.15,156.25,0.0
"NGRF-QPBIZ",28.32,1670.88,9,"No","Yes","Yes",68.7,4070.95,0.0
"NGVJ-RNXTJ",22.56,67.68,3,"No","No","No",50.65,151.3,0.0
"NHCF-UJAAX",12.59,113.31,76,"No","No","No",50.85,466.6,0.0
"NHEJ-SJLOM",19.21,499.46,15,"No","Yes","Yes",78.8,2006.1,0.0
"NHFU-FMILZ",16.66,1166.2,26,"Yes","Yes","Yes",97.65,6982.5,0.0
"NHFU-NBWJV",20.13,805.2,10,"Yes","No","No",64.1,2460.35,0.0
"NHGQ-FDXJB",24.51,882.36,27,"Yes","No","No",97.35,3457.9,4.96
"NHIN-BJRDE",33.22,1528.12,29,"Yes","Yes","Yes",103.15,4594.65,0.0
"NHJM-XYNEH",2.36,42.48,21,"No","No","No",85.45,1505.85,0.0
"NHMJ-TCVMI",32.82,32.82,21,"No","No","No",75.35,75.35,0.0
"NHMK-JAHVT",16.5,1188.0,22,"Yes","Yes","Yes",103.75,7346.2,0.0
"NHRC-OQVFB",2.03,93.38,7,"No","Yes","Yes",55.65,2688.85,0.0
"NHRK-IBGUM",41.82,2216.46,69,"Yes","Yes","Yes",111.8,5809.75,0.0
"NHRV-JMRBE",36.62,2380.3,6,"Yes","No","No",100.15,6643.5,0.0
"NHYQ-NSOYJ",10.13,40.52,3,"Yes","No","No",65.6,250.1,0.0
"NICZ-JIXUI",1.27,77.47,24,"Yes","Yes","Yes",73.8,4616.05,49.51
"NIFG-DGJJR",48.38,145.14,14,"No","Yes","Yes",80.3,250.05,0.0
"NIGS-VHWUI",25.51,510.2,9,"Yes","No","No",84.35,1745.2,0.0
"NILM-IWGCJ",40.63,487.56,59,"No","No","Yes",84.5,916.9,0.0
"NILZ-GUFRC",27.38,1341.62,57,"Yes","Yes","Yes",98.35,4889.2,0.0
"NIMF-HZDCI",16.34,424.84,19,"No","No","No",49.5,1265.65,0.0
"NIRW-DQWJX",47.31,3169.77,0,"No","No","No",20.5,1430.95,0.0
"NITO-DITEI",20.11,904.95,0,"No","No","No",24.65,1138.8,0.0
"NITS-FNSIM",13.72,123.48,0,"No","No","No",20.4,181.8,0.0
"NJCG-LVBWJ",38.21,1566.61,5,"Yes","Yes","Yes",79.85,3320.75,0.0
"NJFD-SWNAH",40.11,1002.75,18,"No","No","No",69.75,1729.35,0.0
"NJGM-TJSQO",0.0,0.0,18,"No","No","No",24.75,66.95,0.0
"NJIS-WBPVB",0.0,0.0,52,"No","No","Yes",35.05,1620.25,0.0
"NJJL-JLHGE",3.78,200.34,27,"Yes","Yes","Yes",105.25,5576.3,0.0
"NJJR-QIJGC",37.08,370.8,7,"Yes","Yes","Yes",67.8,653.15,0.0
"NJSQ-MANGE",19.7,1063.8,0,"No","No","No",20.4,1090.6,0.0
"NJTX-RJFAH",31.33,2193.1,0,"No","No","No",26.05,1856.4,0.0
"NJUJ-UPEMD",1.67,11.69,23,"No","No","No",74.35,533.6,0.0
"NJXC-LMHHK",30.18,90.54,7,"Yes","Yes","Yes",97.9,315.3,0.0
"NJXZ-FQCKN",35.93,790.46,17,"Yes","Yes","Yes",100.75,2095.0,0.0
"NKAL-NURWI",2.58,144.48,0,"No","No","No",24.9,1334.0,0.0
"NKFH-OQILE",37.2,2566.8,27,"Yes","Yes","Yes",103.95,7446.9,0.0
"NKJJ-EXGVS",25.72,205.76,24,"Yes","Yes","Yes",66.25,546.45,0.0
"NKLJ-JQEJW",26.88,1854.72,11,"Yes","Yes","Yes",106.5,7348.8,0.0
"NKPV-TGIAN",16.96,203.52,18,"Yes","Yes","Yes",105.3,1275.65,0.0
"NKRB-SAZXE",18.47,1255.96,75,"Yes","Yes","Yes",110.2,7467.5,0.0
"NKUG-NVQTL",9.87,513.24,0,"No","No","No",19.35,1031.7,0.0
"NKVY-SHHUL",3.95,150.1,21,"Yes","No","No",95.0,3605.6,0.0
"NKYR-AADGB",24.67,641.42,59,"No","No","No",51.55,1295.4,0.0
"NKZS-PNOEV",37.45,374.5,5,"No","Yes","Yes",64.9,685.55,0.0
"NLBP-RGMGM",1.17,1.17,27,"Yes","Yes","Yes",94.6,94.6,0.0
"NLDJ-SUEPP",0.0,0.0,19,"Yes","Yes","Yes",50.6,1653.45,0.0
"NLEI-PGZDX",3.84,65.28,0,"No","No","No",20.05,337.9,43.68
"NLIG-RTHJK",44.87,1974.28,20,"No","No","No",61.5,2722.2,0.0
"NLLE-BYSFM",48.17,1878.63,58,"Yes","No","No",58.6,2224.5,0.0
"NLLJ-LDWNW",40.95,655.2,0,"No","No","No",19.35,295.55,0.0
"NLPM-KPQWN",4.28,145.52,16,"Yes","Yes","Yes",103.8,3470.8,0.0
"NLQL-AHTQL",43.75,2537.5,69,"Yes","No","No",94.7,5430.35,0.0
"NLTE-WIHWR",11.57,92.56,27,"Yes","Yes","Yes",100.3,832.35,0.0
"NLUG-NEYPN",21.72,21.72,52,"No","Yes","Yes",79.6,79.6,0.0
"NMCB-QBLIZ",13.36,921.84,10,"No","Yes","Yes",74.1,5031.0,0.0
"NMCJ-ABHKP",31.37,1254.8,0,"No","No","No",19.1,780.1,45.6
"NMDT-MSXHA",48.0,2736.0,24,"Yes","No","No",70.35,4124.65,0.0
"NMDT-XOKAP",0.0,0.0,11,"No","No","No",35.2,607.3,0.0
"NMFL-LVMOV",18.2,18.2,13,"No","No","No",70.55,70.55,0.0
"NMMO-LKFZR",48.86,2785.02,6,"Yes","Yes","Yes",112.95,6465.0,0.0
"NMNE-KHOIG",0.0,0.0,6,"Yes","Yes","Yes",64.45,4528.0,0.0
"NMRB-TFPEF",47.22,47.22,53,"No","Yes","Yes",55.0,55.0,0.0
"NMXP-BGEZX",24.81,223.29,69,"Yes","No","No",66.25,620.55,0.0
"NNAD-QGRRU",25.81,51.62,7,"No","No","No",54.35,117.05,0.0
"NNBD-LUBOC",5.95,249.9,0,"No","No","No",20.35,869.9,0.0
"NNCK-DEYDQ",44.16,176.64,82,"No","No","No",80.1,336.15,0.0
"NNER-RTNQU",28.46,28.46,12,"No","No","No",71.65,71.65,0.0
"NNIN-LMAQQ",43.17,1467.78,8,"No","No","No",55.0,1885.15,0.0
"NNIY-VNWFZ",4.15,294.65,0,"No","No","No",25.45,1813.35,0.0
"NNKV-MCZKN",43.26,432.6,21,"No","Yes","Yes",94.85,953.45,0.0
"NNQV-MSLTJ",11.15,691.3,0,"No","No","No",20.65,1218.45,0.0
"NNSU-ODNOR",35.06,2524.32,26,"Yes","Yes","Yes",84.45,6033.1,0.0
"NNUA-SKPIR",0.0,0.0,69,"No","No","No",29.7,29.7,0.0
"NNVM-GKUQZ",18.54,1001.16,26,"Yes","Yes","Yes",87.1,4735.2,0.0
"NNYP-KOCZX",32.75,720.5,24,"No","No","No",59.05,1253.5,0.0
"NOFF-WCPQQ",46.61,1724.57,26,"Yes","No","No",85.7,3171.15,0.0
"NOFL-UITWO",22.95,1652.4,17,"Yes","Yes","Yes",109.75,7758.9,0.0
"NOJW-KPPGJ",33.39,2404.08,52,"Yes","Yes","Yes",109.55,7887.25,0.0
"NONC-YVLRN",23.91,47.82,22,"No","No","No",44.3,89.3,0.0
"NOOD-OIXLU",9.06,643.26,30,"Yes","Yes","Yes",87.95,6365.35,0.0
"NOTH-SKJVZ",43.49,43.49,4,"No","No","No",49.95,49.95,0.0
"NOTL-GCNDT",9.29,631.72,18,"No","Yes","Yes",95.1,6683.4,0.0
"NOUO-KWRQQ",29.64,1689.48,0,"No","No","No",20.75,1123.15,0.0
"NPBD-IXABS",40.44,242.64,25,"No","Yes","No",84.2,519.15,0.0
"NPCF-HBNDI",13.88,166.56,8,"Yes","Yes","Yes",94.55,1173.55,0.0
"NPCU-XXOCZ",49.25,591.0,47,"Yes","Yes","Yes",75.85,854.45,0.0
"NPCV-FQBUH",8.08,323.2,76,"No","No","No",55.25,2139.2,0.0
"NPCX-ZDVAP",28.86,57.72,26,"No","No","No",79.7,165.0,0.0
"NPFK-PFJTM",23.12,1202.24,0,"No","No","No",25.6,1334.5,0.0
"NPNX-QLSEW",43.61,3096.31,27,"Yes","Yes","Yes",80.7,5705.05,0.0
"NPOW-BULVC",41.8,1379.4,41,"Yes","Yes","Yes",95.8,3036.75,0.0
"NPPQ-TLZWF",26.49,980.13,0,"No","No","No",19.85,784.25,0.0
"NPQX-TVREZ",25.52,893.2,0,"No","No","No",20.1,644.5,0.0
"NPRB-FFYKR",18.84,18.84,19,"No","No","No",71.0,71.0,0.0
"NPVP-WBIEX",42.32,1904.4,0,"No","No","No",25.5,1121.05,0.0
"NPZX-KLPCJ",37.5,2100.0,11,"Yes","Yes","Yes",98.0,5270.6,0.0
"NQCR-KTOUN",34.37,34.37,28,"No","No","No",45.3,45.3,0.0
"NQFF-VJTWE",36.65,2089.05,7,"Yes","Yes","Yes",70.1,3913.3,0.0
"NQJB-XZICU",20.42,1470.24,0,"No","No","No",24.3,1643.25,0.0
"NQNG-ZFPMW",49.38,2864.04,19,"Yes","Yes","No",108.85,6287.25,0.0
"NQPK-VMQTS",13.32,825.84,22,"Yes","Yes","Yes",81.0,4985.9,0.0
"NQRH-VAMRF",21.21,1527.12,27,"Yes","Yes","Yes",83.55,6093.3,0.0
"NQUS-ISCIP",34.47,34.47,59,"No","Yes","Yes",85.8,85.8,0.0
"NRCX-FWVYZ",18.97,94.85,12,"No","No","No",55.7,259.4,0.0
"NRFG-FIJWA",21.18,42.36,0,"No","No","No",19.25,48.35,0.0
"NRJD-BYNUS",11.04,132.48,16,"Yes","No","No",81.45,912.0,0.0
"NRJW-PNTRM",1.72,123.84,7,"Yes","Yes","Yes",93.25,6688.95,0.0
"NROH-PMRBC",6.9,496.8,0,"No","No","No",20.7,1482.3,0.0
"NRTD-MQCEO",14.22,71.1,4,"Yes","No","No",84.7,392.5,41.2
"NSEF-ARDML",10.47,20.94,21,"No","No","No",53.85,108.15,0.0
"NSGA-BQCVQ",12.58,50.32,19,"No","No","No",70.05,266.9,0.0
"NSHD-UHKRY",45.41,408.69,23,"No","Yes","Yes",79.55,723.4,0.0
"NSIF-KPEEP",42.55,42.55,25,"No","No","No",49.85,49.85,0.0
"NSJL-SAATR",30.09,1594.77,12,"Yes","Yes","No",95.85,5016.25,18.85
"NSTX-QWIOB",9.77,468.96,0,"No","No","No",20.0,935.9,0.0
"NSUT-LGSAV",29.14,116.56,0,"No","No","No",19.6,93.45,0.0
"NSXR-XGKTI",3.65,211.7,20,"No","Yes","Yes",93.4,5435.6,0.0
"NTDC-XWWPD",41.51,664.16,0,"No","No","No",19.05,326.65,0.0
"NTEO-CNKAO",2.84,28.4,0,"No","No","No",19.8,198.25,0.0
"NTHO-ROIMK",44.56,2985.52,29,"Yes","Yes","No",116.1,7839.85,0.0
"NTJW-FONNW",0.0,0.0,24,"No","No","No",39.7,692.35,0.0
"NTKF-AWIQK",32.57,1270.23,0,"No","No","No",19.85,854.8,0.0
"NTKX-RYTLQ",14.89,119.12,20,"No","No","No",69.7,560.85,0.0
